dataset,split,seed,split_policy,grid,method,top_k,dim,energy,alphas_json,w,B_boundary_dominance,train_acc,val_acc,test_acc,I_X,I_PrX,I_Pr2X,I_Pr3X,I_XminusPrX,I_PrXminusPr2X,I_PsX,I_Ps2X,I_XminusPsX,R_raw_dominance,L_lowpass_dominance,H_highpass_dominance,HHI_highpass_heterophily_index,T_twohop_return_index,O_deephop_utility,S_hub_sensitivity,C_mean_class_geometry_complexity,C_std_class_geometry_imbalance,C_min,C_max,A_PR_pca_ridge_agreement,D_geometry_discriminant_conflict,Q_easy,Q_geo_only,Q_boundary_only,Q_hard,SignalEntropy_test_mean,Purity_test_mean,SignalEntropy_correct_mean,SignalEntropy_wrong_mean,Purity_correct_mean,Purity_wrong_mean,Corr_HHI_Mpca,Corr_deg_SymRatio,Corr_deg_error,graph_signal_identity,decision_mechanism_identity
cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts,default,src_v16c,4000,32,0.9,"[0.01, 0.1, 1.0]",0.2,0.8,1.0,0.7796610169491526,0.8108108108108109,0.07,0.07925,0.15375,0.14275,0.09675,0.1565,0.0645,0.14925,0.08725,0.07,0.5894999999999999,0.34049999999999997,0.5776081424926589,2.107826086941859,0.6126609442033791,0.4785373608895413,11.6,5.9833101206606365,6.0,21.0,0.8648648648648649,0.1351351351351351,0.7567567567567568,0.02702702702702703,0.05405405405405406,0.16216216216216217,2.169521878245682,0.14537933626861585,2.171879830858886,2.15941636704624,0.1436422502367934,0.1528239906907122,0.2909405868698805,0.12565995726304746,-0.08414620292201007,low-pass-dominant,boundary-dominant

