dataset,split,mechanism_type,n_test,test_acc,mean_HHI_i,mean_entropy,mean_purity
chameleon,0,high-pass-node,15,1.0,1.2001827717330904,1.9308742548467186,0.3148593071782026
chameleon,0,low-pass-node,74,0.581081081081081,0.10902977225041492,1.7975461956457193,0.2530453388728448
chameleon,0,two-hop-node,367,0.7574931880108992,0.8387381365237991,1.784135439219837,0.3160553985661693

