experiment,dataset,repeat,split,split_id,split_seed,split_policy,ablation,method,train_size,val_size,test_size,top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,val_bal_acc,num_features_after_variant,test_acc,pca_dims_json,retained_variance_json,time_sec,selection_rule,source_file
E05,amazon-computers,7,7,,20260426,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",1.0,0.8566666666666667,0.8566666666666667,6903,0.7982945970419559,"{""0"": 18, ""1"": 16, ""2"": 17, ""3"": 16, ""4"": 16, ""5"": 15, ""6"": 17, ""7"": 17, ""8"": 17, ""9"": 17}","{""0"": 0.9746606647694791, ""1"": 0.9528756340389914, ""2"": 0.9712366816200905, ""3"": 0.9590538118458275, ""4"": 0.9538545930013259, ""5"": 0.9562813239898458, ""6"": 0.9548509619393162, ""7"": 0.9633328792986767, ""8"": 0.9661472287497349, ""9"": 0.9654657815741666}",212.3038904999994,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r7/E05_ablation_rows.csv
E05,amazon-computers,7,7,,20260426,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,200,300,13252,4000,64,0.95,"(1.0,)",0.4,full,[1.0],1.0,0.84,0.8400000000000001,6903,0.7948234228795653,"{""0"": 18, ""1"": 16, ""2"": 17, ""3"": 16, ""4"": 16, ""5"": 15, ""6"": 17, ""7"": 17, ""8"": 17, ""9"": 17}","{""0"": 0.9746606647694791, ""1"": 0.9528756340389914, ""2"": 0.9712366816200905, ""3"": 0.9590538118458275, ""4"": 0.9538545930013259, ""5"": 0.9562813239898458, ""6"": 0.9548509619393162, ""7"": 0.9633328792986767, ""8"": 0.9661472287497349, ""9"": 0.9654657815741666}",287.72185566400003,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r7/E05_ablation_rows.csv
E05,amazon-computers,7,7,,20260426,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8533333333333334,0.8533333333333333,6903,0.8011620887413221,"{""0"": 18, ""1"": 16, ""2"": 17, ""3"": 16, ""4"": 16, ""5"": 15, ""6"": 17, ""7"": 17, ""8"": 17, ""9"": 17}","{""0"": 0.9746606647694791, ""1"": 0.9528756340389914, ""2"": 0.9712366816200905, ""3"": 0.9590538118458275, ""4"": 0.9538545930013259, ""5"": 0.9562813239898458, ""6"": 0.9548509619393162, ""7"": 0.9633328792986767, ""8"": 0.9661472287497349, ""9"": 0.9654657815741666}",154.51180834000115,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r7/E05_ablation_rows.csv
E05,amazon-computers,7,7,,20260426,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,raw_only,"[0.05, 0.5, 5.0]",0.995,0.72,0.72,767,0.6488831874434048,"{""0"": 18, ""1"": 16, ""2"": 15, ""3"": 17, ""4"": 17, ""5"": 16, ""6"": 16, ""7"": 16, ""8"": 17, ""9"": 17}","{""0"": 0.9755351972456954, ""1"": 0.9576275641047798, ""2"": 0.9608423777349143, ""3"": 0.9637377595755312, ""4"": 0.9631846103240457, ""5"": 0.9537828836957106, ""6"": 0.9685641789852091, ""7"": 0.9709208946828353, ""8"": 0.9595344774805744, ""9"": 0.9726318372291237}",120.06383071099116,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r7/E05_ablation_rows.csv
E05,amazon-computers,7,7,,20260426,class_balanced_random_20_train_30_val_per_class,row_lowpass_only,src_v16c_ablation,200,300,13252,4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,row_lowpass_only,"[0.01, 0.1, 1.0]",1.0,0.8366666666666667,0.8366666666666667,3068,0.8009357078176879,"{""0"": 19, ""1"": 18, ""2"": 18, ""3"": 19, ""4"": 18, ""5"": 18, ""6"": 18, ""7"": 18, ""8"": 19, ""9"": 18}","{""0"": 1.0, ""1"": 0.9945571888800107, ""2"": 0.9955487099539476, ""3"": 1.0, ""4"": 0.9905002591765331, ""5"": 0.9922266069619714, ""6"": 0.9957732574350447, ""7"": 0.9952605823833786, ""8"": 1.0, ""9"": 0.9935599067189934}",391.4030869349954,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r7/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,no_p3,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_p3,"[0.01, 0.1, 1.0]",1.0,0.8466666666666667,0.8466666666666667,6136,0.7478116510715364,"{""0"": 18, ""1"": 17, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9754404607114064, ""1"": 0.9593846479057263, ""2"": 0.9722108212651414, ""3"": 0.960489941369121, ""4"": 0.9574181146703135, ""5"": 0.9598182386462677, ""6"": 0.9586303307211301, ""7"": 0.9526648000387811, ""8"": 0.962426831845464, ""9"": 0.9573712896705289}",678.7386754720064,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,no_sym,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_sym,"[0.01, 0.1, 1.0]",1.0,0.81,0.8099999999999999,4602,0.7291729550256565,"{""0"": 18, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17, ""8"": 17, ""9"": 16}","{""0"": 0.974957158001331, ""1"": 0.9561572481978093, ""2"": 0.9521252298244913, ""3"": 0.9602123423449788, ""4"": 0.9590959943718891, ""5"": 0.9615351491108968, ""6"": 0.9615708101442121, ""7"": 0.9636406726437527, ""8"": 0.9656875573836438, ""9"": 0.9577077434897807}",504.0459263720113,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,no_highpass,src_v16c_ablation,200,300,13252,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",1.0,0.8833333333333333,0.8833333333333334,4602,0.7923332327195894,"{""0"": 17, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 15, ""7"": 15, ""8"": 16, ""9"": 15}","{""0"": 0.956056903137326, ""1"": 0.9536330955007302, ""2"": 0.9697930333722767, ""3"": 0.9630031686687812, ""4"": 0.9575028489232686, ""5"": 0.9653190757992136, ""6"": 0.9625776771096566, ""7"": 0.9709335239681683, ""8"": 0.9623267758513107, ""9"": 0.9548912712032809}",547.9043416420027,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,pca_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",1.0,0.83,0.8300000000000001,6903,0.7367944461213402,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9503753826664275, ""1"": 0.9649860344661602, ""2"": 0.9545846965729938, ""3"": 0.9655569121181296, ""4"": 0.9656038840013484, ""5"": 0.9658146499833266, ""6"": 0.9609922361128099, ""7"": 0.9601613686731592, ""8"": 0.968224372294767, ""9"": 0.9645324293105829}",207.1883788190025,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",1.0,0.87,0.8699999999999999,6903,0.7740718382130999,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9503753826664275, ""1"": 0.9649860344661602, ""2"": 0.9545846965729938, ""3"": 0.9655569121181296, ""4"": 0.9656038840013484, ""5"": 0.9658146499833266, ""6"": 0.9609922361128099, ""7"": 0.9601613686731592, ""8"": 0.968224372294767, ""9"": 0.9645324293105829}",129.18388516300183,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,200,300,13252,4000,64,0.95,"(1.0,)",0.4,full,[1.0],1.0,0.8633333333333333,0.8633333333333333,6903,0.7732417748264413,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9503753826664275, ""1"": 0.9649860344661602, ""2"": 0.9545846965729938, ""3"": 0.9655569121181296, ""4"": 0.9656038840013484, ""5"": 0.9658146499833266, ""6"": 0.9609922361128099, ""7"": 0.9601613686731592, ""8"": 0.968224372294767, ""9"": 0.9645324293105829}",191.2580786129984,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.8733333333333333,0.8733333333333334,6903,0.7721098702082705,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 16, ""8"": 17, ""9"": 16}","{""0"": 0.9503753826664275, ""1"": 0.9649860344661602, ""2"": 0.9545846965729938, ""3"": 0.9655569121181296, ""4"": 0.9656038840013484, ""5"": 0.9658146499833266, ""6"": 0.9609922361128099, ""7"": 0.9601613686731592, ""8"": 0.968224372294767, ""9"": 0.9645324293105829}",99.45619734600768,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,200,300,13252,4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,raw_only,"[0.05, 0.5, 5.0]",0.995,0.7533333333333333,0.7533333333333335,767,0.6537881074554784,"{""0"": 19, ""1"": 18, ""2"": 17, ""3"": 18, ""4"": 19, ""5"": 19, ""6"": 18, ""7"": 16, ""8"": 18, ""9"": 17}","{""0"": 1.0, ""1"": 0.9954323812525563, ""2"": 0.9937326307222978, ""3"": 0.9945670500510039, ""4"": 1.0, ""5"": 1.0, ""6"": 0.99421674636921, ""7"": 0.9909064883900799, ""8"": 0.9906256112124788, ""9"": 0.990680736411814}",102.66822084700108,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,8,8,,20260427,class_balanced_random_20_train_30_val_per_class,row_lowpass_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,row_lowpass_only,"[0.01, 0.1, 1.0]",1.0,0.8766666666666667,0.8766666666666667,3068,0.7824479323875642,"{""0"": 17, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 15, ""7"": 15, ""8"": 16, ""9"": 16}","{""0"": 0.958709449198383, ""1"": 0.9531020616250244, ""2"": 0.9733454130330746, ""3"": 0.9603207124005644, ""4"": 0.951087592884054, ""5"": 0.9627238999461529, ""6"": 0.9642230270669856, ""7"": 0.9724765916340883, ""8"": 0.9592602313324736, ""9"": 0.9712370657674998}",264.1745703339984,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r8/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,no_p3,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_p3,"[0.01, 0.1, 1.0]",1.0,0.82,0.8200000000000001,6136,0.7559613643223664,"{""0"": 18, ""1"": 17, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 16, ""6"": 17, ""7"": 17, ""8"": 17, ""9"": 16}","{""0"": 0.9734167708224756, ""1"": 0.9563877871707268, ""2"": 0.9508163263959563, ""3"": 0.959112123043375, ""4"": 0.9545481296500602, ""5"": 0.959146711539825, ""6"": 0.9702000978030992, ""7"": 0.954357989195928, ""8"": 0.956372282101496, ""9"": 0.9665641148450335}",653.1650565570017,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,no_sym,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,no_sym,"[0.05, 0.5, 5.0]",1.0,0.7733333333333333,0.7733333333333332,4602,0.7227588288560217,"{""0"": 18, ""1"": 17, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 16, ""6"": 16, ""7"": 17, ""8"": 17, ""9"": 15}","{""0"": 0.9717836424056828, ""1"": 0.9566072358949458, ""2"": 0.9522151400974432, ""3"": 0.9568946233768716, ""4"": 0.9572713725392874, ""5"": 0.9659100469525339, ""6"": 0.9565495156746903, ""7"": 0.9610307398592204, ""8"": 0.9542226461014371, ""9"": 0.9502910324805661}",489.7653259840008,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,no_highpass,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",1.0,0.8533333333333334,0.8533333333333333,4602,0.7936160579535164,"{""0"": 17, ""1"": 16, ""2"": 17, ""3"": 16, ""4"": 17, ""5"": 16, ""6"": 15, ""7"": 17, ""8"": 16, ""9"": 13}","{""0"": 0.9537118693388796, ""1"": 0.9578033498017984, ""2"": 0.9662429110732554, ""3"": 0.9606036152907307, ""4"": 0.9644615652799194, ""5"": 0.959944970728275, ""6"": 0.961124644173042, ""7"": 0.9641437064873635, ""8"": 0.9638723822576424, ""9"": 0.9614211497359347}",540.1982614320004,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,pca_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",1.0,0.81,0.8099999999999999,6903,0.7641865378810746,"{""0"": 17, ""1"": 16, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 16, ""6"": 16, ""7"": 17, ""8"": 16, ""9"": 14}","{""0"": 0.9526716750835076, ""1"": 0.9501252727525826, ""2"": 0.9580208628952661, ""3"": 0.9667176977652315, ""4"": 0.9615159610509755, ""5"": 0.9597424282437681, ""6"": 0.9517215892344436, ""7"": 0.9598464290323099, ""8"": 0.9502840314454506, ""9"": 0.9527895026394756}",189.80449739200407,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",1.0,0.83,0.8299999999999998,6903,0.7736190763658316,"{""0"": 17, ""1"": 16, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 16, ""6"": 16, ""7"": 17, ""8"": 16, ""9"": 14}","{""0"": 0.9526716750835076, ""1"": 0.9501252727525826, ""2"": 0.9580208628952661, ""3"": 0.9667176977652315, ""4"": 0.9615159610509755, ""5"": 0.9597424282437681, ""6"": 0.9517215892344436, ""7"": 0.9598464290323099, ""8"": 0.9502840314454506, ""9"": 0.9527895026394756}",125.17858015499952,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,200,300,13252,4000,64,0.99,"(1.0,)",0.6,full,[1.0],1.0,0.8366666666666667,0.8366666666666667,6903,0.778297615454271,"{""0"": 19, ""1"": 19, ""2"": 19, ""3"": 19, ""4"": 19, ""5"": 18, ""6"": 18, ""7"": 19, ""8"": 19, ""9"": 18}","{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0, ""5"": 0.9909382696837045, ""6"": 0.9900597428384417, ""7"": 1.0, ""8"": 1.0, ""9"": 0.9958443303000932}",176.9615269939968,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.83,0.8300000000000001,6903,0.7783730757621491,"{""0"": 17, ""1"": 16, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 16, ""6"": 16, ""7"": 17, ""8"": 16, ""9"": 14}","{""0"": 0.9526716750835076, ""1"": 0.9501252727525826, ""2"": 0.9580208628952661, ""3"": 0.9667176977652315, ""4"": 0.9615159610509755, ""5"": 0.9597424282437681, ""6"": 0.9517215892344436, ""7"": 0.9598464290323099, ""8"": 0.9502840314454506, ""9"": 0.9527895026394756}",96.03616597600922,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,raw_only,"[0.05, 0.5, 5.0]",1.0,0.7066666666666667,0.7066666666666667,767,0.6471476003622095,"{""0"": 17, ""1"": 17, ""2"": 17, ""3"": 16, ""4"": 17, ""5"": 15, ""6"": 13, ""7"": 17, ""8"": 17, ""9"": 14}","{""0"": 0.9562043217277483, ""1"": 0.9614591370758411, ""2"": 0.9622219046233257, ""3"": 0.9586831488710428, ""4"": 0.9594951009362493, ""5"": 0.9523212499905598, ""6"": 0.9524859806851511, ""7"": 0.964553115149214, ""8"": 0.9720321882032619, ""9"": 0.952230435321077}",106.83758295000008,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-computers,9,9,,20260428,class_balanced_random_20_train_30_val_per_class,row_lowpass_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,row_lowpass_only,"[0.05, 0.5, 5.0]",1.0,0.8333333333333334,0.8333333333333333,3068,0.7735436160579535,"{""0"": 17, ""1"": 17, ""2"": 17, ""3"": 16, ""4"": 17, ""5"": 16, ""6"": 14, ""7"": 17, ""8"": 16, ""9"": 14}","{""0"": 0.9501926373533043, ""1"": 0.9693714398792221, ""2"": 0.9634964137551544, ""3"": 0.9579571781627675, ""4"": 0.9538002670185536, ""5"": 0.9651078946251066, ""6"": 0.9580368266207963, ""7"": 0.9604867585686829, ""8"": 0.9546641610914156, ""9"": 0.9641687533263921}",271.6025234270055,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-computers_r9/E05_ablation_rows.csv
E05,amazon-photo,0,0,,20260419,class_balanced_random_20_train_30_val_per_class,no_p3,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_p3,"[0.01, 0.1, 1.0]",1.0,0.9083333333333332,0.9083333333333334,5960,0.8517241379310345,"{""0"": 17, ""1"": 16, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 18}","{""0"": 0.9582677787145184, ""1"": 0.9682999484001201, ""2"": 0.9551094238843787, ""3"": 0.9632687952232087, ""4"": 0.9571588265977738, ""5"": 0.9551728289177561, ""6"": 0.9530905856485725, ""7"": 0.9760975634686003}",626.4228172139992,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-photo_r0/E05_ablation_rows.csv
E05,amazon-photo,0,0,,20260419,class_balanced_random_20_train_30_val_per_class,no_sym,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,no_sym,"[0.05, 0.5, 5.0]",1.0,0.8958333333333334,0.8958333333333334,4470,0.8242758620689655,"{""0"": 18, ""1"": 16, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}","{""0"": 0.9753304009012931, ""1"": 0.9644913519527037, ""2"": 0.952144292955496, ""3"": 0.9576159881064422, ""4"": 0.960265373292139, ""5"": 0.9558865439965114, ""6"": 0.9536330538805826, ""7"": 0.9565908310966201}",313.9543052939989,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-photo_r0/E05_ablation_rows.csv
E05,amazon-photo,0,0,,20260419,class_balanced_random_20_train_30_val_per_class,no_highpass,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",1.0,0.9416666666666668,0.9416666666666668,4470,0.907448275862069,"{""0"": 17, ""1"": 13, ""2"": 15, ""3"": 15, ""4"": 16, ""5"": 16, ""6"": 17, ""7"": 17}","{""0"": 0.9638388442871412, ""1"": 0.9560338522310485, ""2"": 0.9568878896390178, ""3"": 0.9535140954229274, ""4"": 0.9568110732338249, ""5"": 0.9558005192789045, ""6"": 0.9612399673124672, ""7"": 0.9623128960784465}",325.09294778399635,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-photo_r0/E05_ablation_rows.csv
E05,amazon-photo,0,0,,20260419,class_balanced_random_20_train_30_val_per_class,pca_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",1.0,0.9041666666666668,0.9041666666666668,6705,0.8722758620689656,"{""0"": 17, ""1"": 15, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}","{""0"": 0.9673218694478957, ""1"": 0.9598689815749607, ""2"": 0.9652223440364908, ""3"": 0.9674572172335367, ""4"": 0.9622102437346197, ""5"": 0.9617926937165815, ""6"": 0.9604538989222078, ""7"": 0.9532072270025125}",130.6767370710004,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-photo_r0/E05_ablation_rows.csv
E05,amazon-photo,0,0,,20260419,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",1.0,0.925,0.925,6705,0.8769655172413793,"{""0"": 17, ""1"": 15, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}","{""0"": 0.9673218694478957, ""1"": 0.9598689815749607, ""2"": 0.9652223440364908, ""3"": 0.9674572172335367, ""4"": 0.9622102437346197, ""5"": 0.9617926937165815, ""6"": 0.9604538989222078, ""7"": 0.9532072270025125}",128.17313871400256,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-photo_r0/E05_ablation_rows.csv
E05,amazon-photo,0,0,,20260419,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,160,240,7250,4000,64,0.95,"(1.0,)",0.4,full,[1.0],1.0,0.9166666666666666,0.9166666666666669,6705,0.8773793103448276,"{""0"": 17, ""1"": 15, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}","{""0"": 0.9673218694478957, ""1"": 0.9598689815749607, ""2"": 0.9652223440364908, ""3"": 0.9674572172335367, ""4"": 0.9622102437346197, ""5"": 0.9617926937165815, ""6"": 0.9604538989222078, ""7"": 0.9532072270025125}",181.11240190300305,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-photo_r0/E05_ablation_rows.csv
E05,amazon-photo,0,0,,20260419,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.925,0.925,6705,0.8873103448275862,"{""0"": 17, ""1"": 15, ""2"": 16, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}","{""0"": 0.9673218694478957, ""1"": 0.9598689815749607, ""2"": 0.9652223440364908, ""3"": 0.9674572172335367, ""4"": 0.9622102437346197, ""5"": 0.9617926937165815, ""6"": 0.9604538989222078, ""7"": 0.9532072270025125}",88.5863994579995,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-photo_r0/E05_ablation_rows.csv
E05,amazon-photo,0,0,,20260419,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,raw_only,"[0.01, 0.1, 1.0]",0.99375,0.85,0.8500000000000001,745,0.7597241379310344,"{""0"": 18, ""1"": 12, ""2"": 17, ""3"": 15, ""4"": 17, ""5"": 17, ""6"": 18, ""7"": 17}","{""0"": 0.9738846214450532, ""1"": 0.9618663739340692, ""2"": 0.966763318124462, ""3"": 0.9613945512652895, ""4"": 0.9634616221637322, ""5"": 0.9670588480980603, ""6"": 0.9735162282831872, ""7"": 0.9694050690234891}",72.92841177399532,ablation_grid_selected_by_val_only_test_once_after_selection_no_full,results/E05_ablation_same_splits_no_full/single_runs/amazon-photo_r0/E05_ablation_rows.csv
