dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
wisconsin,fixed_dim64_energy095,1,1.0,,0.825,,0.8627450980392157,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,82.5,,86.27450980392157,
wisconsin,no_highpass,1,1.0,,0.8125,,0.7254901960784313,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,81.25,,72.54901960784314,
wisconsin,no_p3,1,1.0,,0.825,,0.8627450980392157,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,82.5,,86.27450980392157,
wisconsin,no_sym,1,1.0,,0.7875,,0.803921568627451,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,78.75,,80.3921568627451,
wisconsin,pca_only,1,1.0,,0.725,,0.7254901960784313,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,72.5,,72.54901960784314,
wisconsin,raw_only,1,1.0,,0.85,,0.8627450980392157,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,85.0,,86.27450980392157,
wisconsin,ridge_only,1,1.0,,0.825,,0.8627450980392157,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,82.5,,86.27450980392157,
wisconsin,row_lowpass_only,1,1.0,,0.8375,,0.803921568627451,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,83.75,,80.3921568627451,
wisconsin,single_alpha,1,1.0,,0.825,,0.8823529411764706,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,82.5,,88.23529411764706,

