top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,test_acc_shadow_not_for_selection,val_bal_acc,objective,num_selected_features,dataset,repeat,seed,split_policy
4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9058493589743589,0.5552884615384616,0.5859750240153698,0.5552347729721157,0.5552884615384616,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9110576923076923,0.5528846153846154,0.5869356388088377,0.5527172068500927,0.5528846153846154,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.952323717948718,0.5721153846153846,0.5965417867435159,0.5725490031289331,0.5721153846153846,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9563301282051282,0.5775240384615384,0.6032660902977905,0.5779124145928988,0.5775240384615384,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9591346153846154,0.5757211538461539,0.6099903938520653,0.5760623264069622,0.5757211538461539,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9130608974358975,0.5564903846153846,0.5936599423631124,0.5564902396524725,0.5564903846153846,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9186698717948718,0.5588942307692307,0.5946205571565802,0.558928439223799,0.5588942307692307,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9246794871794872,0.5588942307692307,0.6003842459173871,0.5589619741227239,0.5588942307692307,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.952323717948718,0.5721153846153846,0.5965417867435159,0.5725490031289331,0.5721153846153846,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9563301282051282,0.5775240384615384,0.6032660902977905,0.5779124145928988,0.5775240384615384,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9591346153846154,0.5757211538461539,0.6099903938520653,0.5760623264069622,0.5757211538461539,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9130608974358975,0.5564903846153846,0.5936599423631124,0.5564902396524725,0.5564903846153846,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9186698717948718,0.5588942307692307,0.5946205571565802,0.558928439223799,0.5588942307692307,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9246794871794872,0.5588942307692307,0.6003842459173871,0.5589619741227239,0.5588942307692307,4000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.983573717948718,0.5823317307692307,0.5926993275696446,0.5829941181382571,0.5823317307692307,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9827724358974359,0.5835336538461539,0.5965417867435159,0.5840431858359965,0.5835336538461539,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9823717948717948,0.5817307692307693,0.595581171950048,0.582128602998813,0.5817307692307693,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9583333333333334,0.5709134615384616,0.5840537944284342,0.5709364143824758,0.5709134615384616,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9563301282051282,0.5721153846153846,0.5869356388088377,0.5719851116216403,0.5721153846153846,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9567307692307693,0.5721153846153846,0.5898174831892411,0.5719446967777551,0.5721153846153846,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.983573717948718,0.5823317307692307,0.5926993275696446,0.5829941181382571,0.5823317307692307,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9827724358974359,0.5835336538461539,0.5965417867435159,0.5840431858359965,0.5835336538461539,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9823717948717948,0.5817307692307693,0.595581171950048,0.582128602998813,0.5817307692307693,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9583333333333334,0.5709134615384616,0.5840537944284342,0.5709364143824758,0.5709134615384616,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9563301282051282,0.5721153846153846,0.5869356388088377,0.5719851116216403,0.5721153846153846,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9567307692307693,0.5721153846153846,0.5898174831892411,0.5719446967777551,0.5721153846153846,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9863782051282052,0.5853365384615384,0.5965417867435159,0.5860145378846182,0.5853365384615384,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9855769230769231,0.5859375,0.6013448607108549,0.5865721838849887,0.5859375,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.985176282051282,0.5853365384615384,0.6003842459173871,0.5858085099943796,0.5853365384615384,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9623397435897436,0.5709134615384616,0.5840537944284342,0.5709291639789406,0.5709134615384616,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9647435897435898,0.5721153846153846,0.5926993275696446,0.572057968685951,0.5721153846153846,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9663461538461539,0.5727163461538461,0.5965417867435159,0.5726562767138581,0.5727163461538461,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9863782051282052,0.5853365384615384,0.5965417867435159,0.5860145378846182,0.5853365384615384,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9855769230769231,0.5859375,0.6013448607108549,0.5865721838849887,0.5859375,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.985176282051282,0.5853365384615384,0.6003842459173871,0.5858085099943796,0.5853365384615384,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9623397435897436,0.5709134615384616,0.5840537944284342,0.5709291639789406,0.5709134615384616,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9647435897435898,0.5721153846153846,0.5926993275696446,0.572057968685951,0.5721153846153846,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9663461538461539,0.5727163461538461,0.5965417867435159,0.5726562767138581,0.5727163461538461,6000,squirrel,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9387019230769231,0.5859375,0.5946205571565802,0.586649470923993,0.5859375,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9407051282051282,0.5913461538461539,0.5965417867435159,0.5919921186443498,0.5913461538461539,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9387019230769231,0.5919471153846154,0.5965417867435159,0.5925285078014172,0.5919471153846154,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.8994391025641025,0.5787259615384616,0.5706051873198847,0.5792314245843472,0.5787259615384616,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9022435897435898,0.5787259615384616,0.574447646493756,0.5791770026668898,0.5787259615384616,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9030448717948718,0.5829326923076923,0.5802113352545629,0.58328519463415,0.5829326923076923,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9387019230769231,0.5859375,0.5946205571565802,0.586649470923993,0.5859375,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9407051282051282,0.5913461538461539,0.5965417867435159,0.5919921186443498,0.5913461538461539,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9387019230769231,0.5919471153846154,0.5965417867435159,0.5925285078014172,0.5919471153846154,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.8994391025641025,0.5787259615384616,0.5706051873198847,0.5792314245843472,0.5787259615384616,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9022435897435898,0.5787259615384616,0.574447646493756,0.5791770026668898,0.5787259615384616,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9030448717948718,0.5829326923076923,0.5802113352545629,0.58328519463415,0.5829326923076923,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9447115384615384,0.5865384615384616,0.5946205571565802,0.5872589636952181,0.5865384615384616,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9491185897435898,0.5895432692307693,0.5975024015369836,0.5901791298723502,0.5895432692307693,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9487179487179487,0.5925480769230769,0.5975024015369836,0.5931201830680151,0.5925480769230769,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9086538461538461,0.5829326923076923,0.5811719500480308,0.5834487075701735,0.5829326923076923,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9150641025641025,0.5847355769230769,0.5850144092219021,0.5851038287004621,0.5847355769230769,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9194711538461539,0.5883413461538461,0.5926993275696446,0.5885584258964804,0.5883413461538461,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9447115384615384,0.5865384615384616,0.5946205571565802,0.5872589636952181,0.5865384615384616,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9491185897435898,0.5895432692307693,0.5975024015369836,0.5901791298723502,0.5895432692307693,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9487179487179487,0.5925480769230769,0.5975024015369836,0.5931201830680151,0.5925480769230769,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9086538461538461,0.5829326923076923,0.5811719500480308,0.5834487075701735,0.5829326923076923,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9150641025641025,0.5847355769230769,0.5850144092219021,0.5851038287004621,0.5847355769230769,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9194711538461539,0.5883413461538461,0.5926993275696446,0.5885584258964804,0.5883413461538461,4000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9759615384615384,0.6027644230769231,0.6109510086455331,0.6037597533360681,0.6027644230769231,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9743589743589743,0.6027644230769231,0.6109510086455331,0.6036654103082237,0.6027644230769231,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9731570512820513,0.6063701923076923,0.6138328530259366,0.6072493678991149,0.6063701923076923,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9471153846153846,0.5943509615384616,0.5898174831892411,0.594616465885408,0.5943509615384616,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9491185897435898,0.5997596153846154,0.5936599423631124,0.6000645181020035,0.5997596153846154,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9491185897435898,0.5973557692307693,0.5994236311239193,0.5976840571456912,0.5973557692307693,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9759615384615384,0.6027644230769231,0.6109510086455331,0.6037597533360681,0.6027644230769231,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9743589743589743,0.6027644230769231,0.6109510086455331,0.6036654103082237,0.6027644230769231,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9731570512820513,0.6063701923076923,0.6138328530259366,0.6072493678991149,0.6063701923076923,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9471153846153846,0.5943509615384616,0.5898174831892411,0.594616465885408,0.5943509615384616,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9491185897435898,0.5997596153846154,0.5936599423631124,0.6000645181020035,0.5997596153846154,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9491185897435898,0.5973557692307693,0.5994236311239193,0.5976840571456912,0.5973557692307693,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9787660256410257,0.6033653846153846,0.6090297790585975,0.6042833700702113,0.6033653846153846,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9767628205128205,0.6051682692307693,0.6099903938520653,0.6060624534847111,0.6051682692307693,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9767628205128205,0.6087740384615384,0.6128722382324687,0.609642971103122,0.6087740384615384,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9511217948717948,0.6003605769230769,0.5917387127761767,0.600721429570802,0.6003605769230769,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9535256410256411,0.6021634615384616,0.5965417867435159,0.6025205351779571,0.6021634615384616,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9563301282051282,0.6033653846153846,0.6023054755043228,0.6036422127563561,0.6033653846153846,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9787660256410257,0.6033653846153846,0.6090297790585975,0.6042833700702113,0.6033653846153846,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9767628205128205,0.6051682692307693,0.6099903938520653,0.6060624534847111,0.6051682692307693,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9767628205128205,0.6087740384615384,0.6128722382324687,0.609642971103122,0.6087740384615384,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.9511217948717948,0.6003605769230769,0.5917387127761767,0.600721429570802,0.6003605769230769,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.9535256410256411,0.6021634615384616,0.5965417867435159,0.6025205351779571,0.6021634615384616,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
6000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.9563301282051282,0.6033653846153846,0.6023054755043228,0.6036422127563561,0.6033653846153846,6000,squirrel,1,20260420,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8378378378378378,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8378378378378378,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7457627118644068,0.8108108108108109,0.5354733975701718,0.7457627118644068,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
4000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.7288135593220338,0.8378378378378378,0.5104733975701718,0.7288135593220338,4000,cornell,0,20260419,random_stratified_matching_fixed_split0_class_counts
