dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
texas,fixed_dim64_energy095,1,1.0,,0.8620689655172413,,0.7894736842105263,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,86.20689655172413,,78.94736842105263,
texas,no_highpass,1,1.0,,0.8448275862068966,,0.7894736842105263,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,84.48275862068965,,78.94736842105263,
texas,no_p3,1,1.0,,0.8793103448275862,,0.7894736842105263,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,87.93103448275862,,78.94736842105263,
texas,no_sym,1,1.0,,0.8793103448275862,,0.8157894736842105,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,87.93103448275862,,81.57894736842105,
texas,pca_only,1,1.0,,0.7241379310344828,,0.7368421052631579,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,72.41379310344827,,73.68421052631578,
texas,raw_only,1,1.0,,0.8793103448275862,,0.8157894736842105,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,87.93103448275862,,81.57894736842105,
texas,ridge_only,1,1.0,,0.896551724137931,,0.8421052631578947,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,89.65517241379311,,84.21052631578947,
texas,row_lowpass_only,1,1.0,,0.896551724137931,,0.7631578947368421,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,89.65517241379311,,76.31578947368422,
texas,single_alpha,1,1.0,,0.8448275862068966,,0.8157894736842105,,87,58,38,random_stratified_matching_fixed_split0_class_counts,100.0,,84.48275862068965,,81.57894736842105,

