dataset,repeat,split_id,seed,split_policy,method,num_nodes,num_features,num_classes,train_size,val_size,test_size,lr,weight_decay,hidden_channels,dropout,train_acc,val_acc,test_acc,best_epoch,time_sec,params,selection_rule
actor,8,8,8,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9942434430122375,0.33511513471603394,0.3236842155456543,160,16.125,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,8,8,8,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.6156798005104065,0.29235196113586426,0.2940789461135864,5,2.615,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,8,8,8,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.36403509974479675,0.34539473056793213,0.3348684310913086,125,13.182,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,8,8,8,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5531798005104065,0.3930920958518982,0.3611842095851898,55,8.364,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,9,9,9,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3423793911933899,0.3112664520740509,0.3125,70,46.475,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,9,9,9,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5677083134651184,0.3725329041481018,0.3776315748691559,45,11.514,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,9,9,9,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.34566885232925415,0.34457236528396606,0.3348684310913086,90,35.731,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,9,9,9,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.33525219559669495,0.32976973056793213,0.3526315689086914,175,110.133,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,9,9,9,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9969846606254578,0.31332236528396606,0.3217105269432068,130,13.886,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,9,9,9,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.937225878238678,0.28824013471603394,0.3125,15,3.016,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,9,9,9,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3763706088066101,0.35978618264198303,0.36315789818763733,265,22.519,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,9,9,9,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5,0.3712993562221527,0.38486841320991516,35,6.625,238981,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,0,0,0,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6620879173278809,0.588477373123169,0.5701754093170166,190,71.419,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,0,0,0,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9835164546966553,0.6296296119689941,0.6030701994895935,75,25.177,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,0,0,0,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6245421171188354,0.47736626863479614,0.46710526943206787,210,52.016,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,0,0,0,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.43223443627357483,0.4197530746459961,0.42105263471603394,145,67.019,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,0,0,0,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.970695972442627,0.5034293532371521,0.5131579041481018,85,9.386,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,0,0,0,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9990842342376709,0.7311385273933411,0.6864035129547119,100,4.778,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,0,0,0,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6730769276618958,0.4759945273399353,0.484649121761322,200,16.268,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,0,0,0,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9908424615859985,0.5994513034820557,0.5635964870452881,175,12.927,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,1,1,1,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6401098966598511,0.5802469253540039,0.5986841917037964,75,37.497,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,1,1,1,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9697802066802979,0.5692729949951172,0.6052631735801697,55,21.221,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,1,1,1,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6217948794364929,0.4677640497684479,0.484649121761322,190,47.675,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,1,1,1,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.4267399311065674,0.3854595422744751,0.3947368562221527,55,36.51,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,1,1,1,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9725274443626404,0.4759945273399353,0.4780701696872711,15,4.736,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,1,1,1,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,1.0,0.7078189253807068,0.7412280440330505,125,5.558,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,1,1,1,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6593406796455383,0.4650205671787262,0.4583333432674408,180,15.013,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,1,1,1,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9844322204589844,0.5432098507881165,0.5635964870452881,105,8.949,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,2,2,2,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6675823926925659,0.5816186666488647,0.5855262875556946,55,31.341,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,2,2,2,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.988095223903656,0.5925925970077515,0.5921052694320679,100,30.359,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,2,2,2,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6053113341331482,0.44307270646095276,0.45394736528396606,200,49.962,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,2,2,2,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.5009157657623291,0.41426610946655273,0.4013157784938812,205,87.455,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,2,2,2,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9615384340286255,0.47736626863479614,0.4868420958518982,60,7.751,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,2,2,2,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9981684684753418,0.7256515622138977,0.7061403393745422,70,3.804,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,2,2,2,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.7051281929016113,0.4718792736530304,0.4802631437778473,265,19.523,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,2,2,2,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9835164546966553,0.5322359204292297,0.5526315569877625,100,8.611,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,3,3,3,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.7014651894569397,0.6076817512512207,0.594298243522644,195,72.548,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,3,3,3,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.970695972442627,0.6090534925460815,0.6118420958518982,55,21.255,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,3,3,3,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.5879120826721191,0.458161860704422,0.4714912176132202,190,47.626,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,3,3,3,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.4542124569416046,0.41838133335113525,0.42105263471603394,145,66.763,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,3,3,3,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9771062135696411,0.4801097512245178,0.4934210479259491,20,5.028,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,3,3,3,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9935897588729858,0.7338820099830627,0.7017543911933899,60,3.495,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,3,3,3,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.593406617641449,0.44307270646095276,0.4583333432674408,135,12.177,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,3,3,3,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9945054650306702,0.5816186666488647,0.609649121761322,195,13.924,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,4,4,4,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.680402934551239,0.5857338905334473,0.5855262875556946,95,43.104,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,4,4,4,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9871794581413269,0.5953360795974731,0.6074561476707458,80,26.332,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,4,4,4,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6291208863258362,0.4746227562427521,0.43421053886413574,275,59.736,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,4,4,4,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.4606226980686188,0.42112481594085693,0.3969298303127289,150,69.381,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,4,4,4,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9642857313156128,0.48834019899368286,0.5043859481811523,95,10.255,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,4,4,4,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,1.0,0.7421124577522278,0.7083333134651184,100,4.657,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,4,4,4,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6236263513565063,0.47325101494789124,0.4429824650287628,155,13.392,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,4,4,4,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9935897588729858,0.5555555820465088,0.5570175647735596,150,11.415,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,5,5,5,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6822344064712524,0.6035665273666382,0.5855262875556946,180,68.112,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,5,5,5,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.982600748538971,0.6131687164306641,0.6184210777282715,70,24.252,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,5,5,5,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.5613552927970886,0.4417009651660919,0.429824560880661,165,42.754,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,5,5,5,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.41117215156555176,0.3964334726333618,0.41228070855140686,35,28.986,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,5,5,5,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.971611738204956,0.4993141293525696,0.515350878238678,110,11.272,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,5,5,5,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9990842342376709,0.7338820099830627,0.7258771657943726,85,4.176,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,5,5,5,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6849817037582397,0.47736626863479614,0.46710526943206787,255,19.546,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,5,5,5,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.988095223903656,0.5939643383026123,0.5767543911933899,95,8.079,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,6,6,6,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.7005494236946106,0.5788751840591431,0.5679824352264404,80,38.593,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,6,6,6,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9935897588729858,0.6213991641998291,0.5899122953414917,135,37.537,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,6,6,6,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6043956279754639,0.458161860704422,0.44078946113586426,180,45.672,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,6,6,6,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.4661172032356262,0.4417009651660919,0.3947368562221527,105,52.754,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,6,6,6,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9725274443626404,0.5048010945320129,0.44736841320991516,55,7.4,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,6,6,6,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,1.0,0.7393689751625061,0.7061403393745422,150,6.226,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,6,6,6,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6987179517745972,0.4855967164039612,0.42763158679008484,245,19.282,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,6,6,6,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9954212307929993,0.588477373123169,0.5548245906829834,170,12.216,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,7,7,7,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6822344064712524,0.5912208557128906,0.5745614171028137,190,71.519,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,7,7,7,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9890109896659851,0.5953360795974731,0.594298243522644,120,34.287,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,7,7,7,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6217948794364929,0.44993141293525696,0.4166666567325592,250,59.833,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,7,7,7,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.4624541997909546,0.4087791442871094,0.36403509974479675,95,49.267,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,7,7,7,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9633699655532837,0.46639230847358704,0.3969298303127289,20,5.066,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,7,7,7,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,1.0,0.6899862885475159,0.7214912176132202,80,4.231,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,7,7,7,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6254578828811646,0.4513031542301178,0.4429824650287628,170,14.412,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,7,7,7,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9899267554283142,0.5637860298156738,0.5548245906829834,105,8.506,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,8,8,8,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6611721515655518,0.5829904079437256,0.5811403393745422,150,59.334,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,8,8,8,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9899267554283142,0.6268861293792725,0.5986841917037964,90,28.334,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,8,8,8,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6501831412315369,0.4677640497684479,0.46710526943206787,230,55.874,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,8,8,8,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.45604395866394043,0.41426610946655273,0.4517543911933899,145,66.07,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,8,8,8,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9624541997909546,0.5075445771217346,0.5,170,15.321,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,8,8,8,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,1.0,0.7311385273933411,0.7127193212509155,85,4.246,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,8,8,8,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.7005494236946106,0.4677640497684479,0.4736842215061188,255,19.537,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,8,8,8,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9935897588729858,0.5816186666488647,0.5679824352264404,225,15.508,595589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,9,9,9,geom_gcn_mask_split_id,gat,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.696886420249939,0.5980795621871948,0.6030701994895935,220,80.474,597263,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,9,9,9,geom_gcn_mask_split_id,graphsage,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.988095223903656,0.5871056318283081,0.6074561476707458,110,32.442,298309,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,9,9,9,geom_gcn_mask_split_id,appnp,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.651098906993866,0.46364882588386536,0.48903509974479675,280,59.776,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,9,9,9,geom_gcn_mask_split_id,gcnii,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.4871794879436493,0.4238682985305786,0.4166666567325592,185,79.518,181957,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,9,9,9,geom_gcn_mask_split_id,correct_smooth,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9624541997909546,0.49108368158340454,0.48245614767074585,50,7.146,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,9,9,9,geom_gcn_mask_split_id,linkx,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9990842342376709,0.7201645970344543,0.7149122953414917,100,4.751,307589,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,9,9,9,geom_gcn_mask_split_id,mlp_prop,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.6813187003135681,0.4746227562427521,0.48245614767074585,295,19.945,149189,early_stop_by_postprocessed_val_acc_only_no_test
chameleon,9,9,9,geom_gcn_mask_split_id,sign,2277,2325,5,1092,729,456,0.01,0.0005,64,0.5,0.9926739931106567,0.554183840751648,0.5855262875556946,130,10.075,595589,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,0,0,0,geom_gcn_mask_split_id,gat,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.3721955120563507,0.3257211446762085,0.319884717464447,100,164.416,536847,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,0,0,0,geom_gcn_mask_split_id,graphsage,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9535256624221802,0.4008413553237915,0.41690683364868164,145,287.976,268101,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,0,0,0,geom_gcn_mask_split_id,appnp,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.2003205120563507,0.2007211595773697,0.1978866457939148,5,29.646,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,0,0,0,geom_gcn_mask_split_id,gcnii,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.29286858439445496,0.3022836446762085,0.29875120520591736,50,153.893,166853,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,0,0,0,geom_gcn_mask_split_id,correct_smooth,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9931890964508057,0.3641826808452606,0.34197887778282166,105,48.433,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,0,0,0,geom_gcn_mask_split_id,linkx,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9294871687889099,0.6099759340286255,0.6071085333824158,65,15.611,479621,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,0,0,0,geom_gcn_mask_split_id,mlp_prop,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.2003205120563507,0.2007211595773697,0.1978866457939148,5,15.655,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,0,0,0,geom_gcn_mask_split_id,sign,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9330929517745972,0.37319710850715637,0.38424593210220337,135,19.346,535173,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,1,1,1,geom_gcn_mask_split_id,gat,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.3485576808452606,0.3052884638309479,0.3035542666912079,80,143.081,536847,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,1,1,1,geom_gcn_mask_split_id,graphsage,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9755609035491943,0.3852163553237915,0.37367916107177734,215,372.239,268101,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,1,1,1,geom_gcn_mask_split_id,appnp,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.20192307233810425,0.18870192766189575,0.21325647830963135,5,29.869,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,1,1,1,geom_gcn_mask_split_id,gcnii,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.2964743673801422,0.29807692766189575,0.3083573579788208,80,200.312,166853,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,1,1,1,geom_gcn_mask_split_id,correct_smooth,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9907852411270142,0.34795671701431274,0.36119115352630615,70,37.998,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,1,1,1,geom_gcn_mask_split_id,linkx,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9691506624221802,0.6262019276618958,0.6320845484733582,90,19.051,479621,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,1,1,1,geom_gcn_mask_split_id,mlp_prop,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.20192307233810425,0.18870192766189575,0.21325647830963135,5,15.531,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,1,1,1,geom_gcn_mask_split_id,sign,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.8301281929016113,0.3647836446762085,0.3515850007534027,70,12.501,535173,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,2,2,2,geom_gcn_mask_split_id,gat,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.3677884638309479,0.3257211446762085,0.34197887778282166,65,126.712,536847,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,2,2,2,geom_gcn_mask_split_id,graphsage,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9338942170143127,0.3858173191547394,0.36119115352630615,125,245.369,268101,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,2,2,2,geom_gcn_mask_split_id,appnp,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.20112179219722748,0.20793269574642181,0.18443803489208221,5,29.71,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,2,2,2,geom_gcn_mask_split_id,gcnii,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.29246795177459717,0.29326921701431274,0.29875120520591736,80,199.323,166853,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,2,2,2,geom_gcn_mask_split_id,correct_smooth,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9899839758872986,0.3617788553237915,0.3506244122982025,85,41.892,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,2,2,2,geom_gcn_mask_split_id,linkx,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9643429517745972,0.6328125,0.6186359524726868,175,30.482,479621,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,2,2,2,geom_gcn_mask_split_id,mlp_prop,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.20112179219722748,0.20793269574642181,0.18443803489208221,5,15.513,134085,early_stop_by_postprocessed_val_acc_only_no_test
squirrel,2,2,2,geom_gcn_mask_split_id,sign,5201,2089,5,2496,1664,1041,0.01,0.0005,64,0.5,0.9679487347602844,0.3858173191547394,0.344860702753067,245,30.828,535173,early_stop_by_postprocessed_val_acc_only_no_test
