dataset,repeat,split_id,seed,split_policy,method,num_nodes,num_features,num_classes,train_size,val_size,test_size,lr,weight_decay,hidden_channels,dropout,train_acc,val_acc,test_acc,best_epoch,time_sec,params,selection_rule
amazon-computers,3,0,3,class_balanced_random_split_seed,sign,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9800000190734863,0.8666666746139526,0.7547540068626404,185,29.06,197066,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,4,0,4,class_balanced_random_split_seed,gat,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.8299999833106995,0.7866666913032532,0.7469061017036438,90,195.978,199710,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,4,0,4,class_balanced_random_split_seed,graphsage,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9700000286102295,0.8700000047683716,0.7965590357780457,245,202.137,99530,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,4,0,4,class_balanced_random_split_seed,appnp,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7950000166893005,0.7633333206176758,0.7566404938697815,285,215.481,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,4,0,4,class_balanced_random_split_seed,gcnii,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.12999999523162842,0.12333333492279053,0.079912468791008,75,254.226,82570,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,4,0,4,class_balanced_random_split_seed,correct_smooth,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9950000047683716,0.8600000143051147,0.783051609992981,165,99.863,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,4,0,4,class_balanced_random_split_seed,linkx,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.6399999856948853,0.4395563006401062,45,17.48,942602,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,4,0,4,class_balanced_random_split_seed,mlp_prop,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7799999713897705,0.7599999904632568,0.7539994120597839,205,116.341,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,4,0,4,class_balanced_random_split_seed,sign,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9599999785423279,0.8299999833106995,0.7635073661804199,165,26.591,197066,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,5,0,5,class_balanced_random_split_seed,gat,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.8100000023841858,0.7433333396911621,0.6826894283294678,90,196.71,199710,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,5,0,5,class_balanced_random_split_seed,graphsage,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9649999737739563,0.8700000047683716,0.741397500038147,195,168.665,99530,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,5,0,5,class_balanced_random_split_seed,appnp,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7900000214576721,0.7233333587646484,0.6592966914176941,240,208.233,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,5,0,5,class_balanced_random_split_seed,gcnii,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.33500000834465027,0.3100000023841858,0.22819197177886963,95,293.829,82570,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,5,0,5,class_balanced_random_split_seed,correct_smooth,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.8500000238418579,0.7483398914337158,105,73.75,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,5,0,5,class_balanced_random_split_seed,linkx,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.699999988079071,0.6174917221069336,50,18.996,942602,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,5,0,5,class_balanced_random_split_seed,mlp_prop,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.8050000071525574,0.7166666388511658,0.6389979124069214,170,100.334,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,5,0,5,class_balanced_random_split_seed,sign,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9800000190734863,0.8633333444595337,0.7213250994682312,225,33.155,197066,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,6,0,6,class_balanced_random_split_seed,gat,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.8999999761581421,0.7833333611488342,0.7384545803070068,235,399.224,199710,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,6,0,6,class_balanced_random_split_seed,graphsage,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9750000238418579,0.800000011920929,0.75882887840271,70,83.061,99530,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,6,0,6,class_balanced_random_split_seed,appnp,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7599999904632568,0.6700000166893005,0.6556746363639832,185,168.495,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,6,0,6,class_balanced_random_split_seed,gcnii,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.3499999940395355,0.38333332538604736,0.23777543008327484,145,393.378,82570,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,6,0,6,class_balanced_random_split_seed,correct_smooth,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.8166666626930237,0.755055844783783,75,59.217,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,6,0,6,class_balanced_random_split_seed,linkx,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.6633333563804626,0.5521430969238281,105,28.681,942602,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,6,0,6,class_balanced_random_split_seed,mlp_prop,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.800000011920929,0.6899999976158142,0.6703893542289734,215,120.411,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,6,0,6,class_balanced_random_split_seed,sign,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9900000095367432,0.7900000214576721,0.7283428907394409,95,18.17,197066,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,7,0,7,class_balanced_random_split_seed,gat,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.8050000071525574,0.7666666507720947,0.7331723570823669,105,217.448,199710,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,7,0,7,class_balanced_random_split_seed,graphsage,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9649999737739563,0.8700000047683716,0.7961816787719727,200,171.885,99530,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,7,0,7,class_balanced_random_split_seed,appnp,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7149999737739563,0.7133333086967468,0.6393752098083496,290,215.102,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,7,0,7,class_balanced_random_split_seed,gcnii,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.5450000166893005,0.4833333194255829,0.38326290249824524,285,607.368,82570,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,7,0,7,class_balanced_random_split_seed,correct_smooth,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.8199999928474426,0.7293993234634399,130,84.824,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,7,0,7,class_balanced_random_split_seed,linkx,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.6766666769981384,0.5002263784408569,80,24.6,942602,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,7,0,7,class_balanced_random_split_seed,mlp_prop,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7200000286102295,0.7166666388511658,0.6347721219062805,230,127.687,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,7,0,7,class_balanced_random_split_seed,sign,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9850000143051147,0.800000011920929,0.7321913838386536,170,27.349,197066,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,8,0,8,class_balanced_random_split_seed,gat,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.875,0.7799999713897705,0.6723513603210449,140,264.031,199710,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,8,0,8,class_balanced_random_split_seed,graphsage,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9599999785423279,0.8433333039283752,0.7578478455543518,175,155.098,99530,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,8,0,8,class_balanced_random_split_seed,appnp,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7599999904632568,0.6833333373069763,0.676954448223114,295,215.323,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,8,0,8,class_balanced_random_split_seed,gcnii,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.30000001192092896,0.3266666531562805,0.3831874430179596,130,366.504,82570,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,8,0,8,class_balanced_random_split_seed,correct_smooth,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.8600000143051147,0.7450196146965027,175,105.501,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,8,0,8,class_balanced_random_split_seed,linkx,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.6666666865348816,0.44680047035217285,90,25.899,942602,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,8,0,8,class_balanced_random_split_seed,mlp_prop,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7649999856948853,0.70333331823349,0.6549200415611267,290,136.653,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,8,0,8,class_balanced_random_split_seed,sign,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9800000190734863,0.8433333039283752,0.7333987355232239,210,32.145,197066,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,9,0,9,class_balanced_random_split_seed,gat,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7950000166893005,0.79666668176651,0.6971023082733154,130,252.009,199710,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,9,0,9,class_balanced_random_split_seed,graphsage,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.949999988079071,0.846666693687439,0.7822970151901245,125,120.44,99530,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,9,0,9,class_balanced_random_split_seed,appnp,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7250000238418579,0.6933333277702332,0.6686537861824036,295,215.739,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,9,0,9,class_balanced_random_split_seed,gcnii,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.11500000208616257,0.14000000059604645,0.03063688427209854,20,145.469,82570,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,9,0,9,class_balanced_random_split_seed,correct_smooth,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.8533333539962769,0.759658932685852,60,54.026,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,9,0,9,class_balanced_random_split_seed,linkx,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,1.0,0.6733333468437195,0.49683067202568054,80,24.587,942602,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,9,0,9,class_balanced_random_split_seed,mlp_prop,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.7350000143051147,0.7133333086967468,0.6949139833450317,285,140.611,49802,early_stop_by_postprocessed_val_acc_only_no_test
amazon-computers,9,0,9,class_balanced_random_split_seed,sign,13752,767,10,200,300,13252,0.01,0.0005,64,0.5,0.9850000143051147,0.8333333134651184,0.7556595206260681,295,38.176,197066,early_stop_by_postprocessed_val_acc_only_no_test
actor,0,0,0,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.320449560880661,0.30139803886413574,0.2986842095851898,40,37.244,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,0,0,0,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5975877046585083,0.37541118264198303,0.3677631616592407,50,12.388,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,0,0,0,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3215460479259491,0.3240131437778473,0.2901315689086914,80,34.566,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,0,0,0,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.34292763471603394,0.3334704041481018,0.3217105269432068,215,142.144,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,0,0,0,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9956140518188477,0.3384045958518982,0.3052631616592407,230,22.357,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,0,0,0,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.8404605388641357,0.2931743562221527,0.2901315689086914,10,2.974,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,0,0,0,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3695175349712372,0.3684210479259491,0.35592105984687805,170,17.413,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,0,0,0,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5583881735801697,0.3856907784938812,0.3638157844543457,50,7.864,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,1,1,1,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.34429824352264404,0.3034539520740509,0.2809210419654846,105,62.706,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,1,1,1,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5104166865348816,0.35855263471603394,0.35855263471603394,30,9.9,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,1,1,1,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.32373902201652527,0.328125,0.308552622795105,105,40.728,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,1,1,1,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.32346490025520325,0.32730263471603394,0.30723685026168823,190,123.367,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,1,1,1,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9964364171028137,0.32195723056793213,0.30657893419265747,215,20.329,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,1,1,1,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.813048243522644,0.2956414520740509,0.3019736707210541,10,2.81,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,1,1,1,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.351425439119339,0.36019736528396606,0.3309210538864136,105,11.645,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,1,1,1,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.48218202590942383,0.3708881437778473,0.3664473593235016,35,6.656,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,2,2,2,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3163377046585083,0.28988486528396606,0.28881579637527466,15,25.26,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,2,2,2,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5331688523292542,0.38856908679008484,0.38486841320991516,35,10.176,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,2,2,2,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3371710479259491,0.32894736528396606,0.34013158082962036,115,41.715,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,2,2,2,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3538925349712372,0.3388157784938812,0.3368421196937561,270,146.82,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,2,2,2,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9958881735801697,0.3240131437778473,0.316447377204895,150,15.44,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,2,2,2,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9890350699424744,0.296875,0.2611842155456543,20,3.263,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,2,2,2,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.36156797409057617,0.34539473056793213,0.36250001192092896,125,13.199,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,2,2,2,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5364583134651184,0.38240131735801697,0.38749998807907104,50,8.024,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,3,3,3,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3322368562221527,0.3046875,0.29144737124443054,40,35.01,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,3,3,3,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.49945175647735596,0.38322368264198303,0.34013158082962036,30,9.548,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,3,3,3,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.34841009974479675,0.34991776943206787,0.3256579041481018,175,57.2,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,3,3,3,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.34457236528396606,0.3449835479259491,0.33355262875556946,165,104.64,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,3,3,3,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9975329041481018,0.31949013471603394,0.32236841320991516,75,9.796,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,3,3,3,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9972587823867798,0.29523026943206787,0.2881578803062439,60,5.247,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,3,3,3,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3580043911933899,0.3647204041481018,0.33355262875556946,110,12.165,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,3,3,3,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5287829041481018,0.38075658679008484,0.3664473593235016,45,7.595,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,4,4,4,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.33771929144859314,0.3071545958518982,0.2835526168346405,40,34.862,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,4,4,4,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5759320259094238,0.3803454041481018,0.3440789580345154,45,11.345,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,4,4,4,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3681469261646271,0.3412829041481018,0.34210526943206787,190,61.042,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,4,4,4,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3374451696872711,0.3231907784938812,0.30065789818763733,150,98.181,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,4,4,4,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9958881735801697,0.32771381735801697,0.31776314973831177,170,16.835,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,4,4,4,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9723135828971863,0.2915295958518982,0.29605263471603394,15,3.061,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,4,4,4,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.37664473056793213,0.34827303886413574,0.34473684430122375,165,16.097,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,4,4,4,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.577576756477356,0.38075658679008484,0.36250001192092896,55,8.216,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,5,5,5,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.37061402201652527,0.2944079041481018,0.30460527539253235,150,77.625,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,5,5,5,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5666118264198303,0.37582236528396606,0.3592105209827423,45,11.372,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,5,5,5,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3336074650287628,0.3075657784938812,0.3276315927505493,120,43.402,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,5,5,5,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.2944079041481018,0.2783717215061188,0.3013157844543457,85,66.805,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,5,5,5,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9942434430122375,0.3215460479259491,0.3131578862667084,170,16.726,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,5,5,5,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.8374451994895935,0.27672696113586426,0.28947368264198303,10,2.779,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,5,5,5,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.37417763471603394,0.35115131735801697,0.3546052575111389,195,18.455,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,5,5,5,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.6211622953414917,0.3865131437778473,0.3657894730567932,80,10.172,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,6,6,6,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.3316885828971863,0.2956414520740509,0.276973694562912,45,37.002,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,6,6,6,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5638706088066101,0.3774670958518982,0.35394737124443054,45,11.364,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,6,6,6,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.34210526943206787,0.3268914520740509,0.3190789520740509,120,43.045,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,6,6,6,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.34183114767074585,0.32113486528396606,0.3230263292789459,155,101.112,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,6,6,6,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9953399300575256,0.33018091320991516,0.3019736707210541,90,10.742,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,6,6,6,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.999451756477356,0.28577303886413574,0.2657894790172577,65,5.303,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,6,6,6,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.38075658679008484,0.3556743562221527,0.3546052575111389,285,22.583,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,6,6,6,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5855262875556946,0.3828125,0.3565789461135864,65,8.993,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,7,7,7,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.35745614767074585,0.3034539520740509,0.28947368264198303,135,71.516,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,7,7,7,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5879934430122375,0.35074013471603394,0.3657894730567932,55,12.55,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,7,7,7,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.37033990025520325,0.3359375,0.3230263292789459,145,49.47,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,7,7,7,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.33552631735801697,0.3227795958518982,0.3059210479259491,215,131.844,92805,early_stop_by_postprocessed_val_acc_only_no_test
actor,7,7,7,geom_gcn_mask_split_id,correct_smooth,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.9961622953414917,0.32606908679008484,0.30263158679008484,65,9.011,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,7,7,7,geom_gcn_mask_split_id,linkx,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.8426535129547119,0.28453946113586426,0.27368420362472534,10,2.82,559109,early_stop_by_postprocessed_val_acc_only_no_test
actor,7,7,7,geom_gcn_mask_split_id,mlp_prop,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.36650219559669495,0.34457236528396606,0.33618420362472534,145,14.618,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,7,7,7,geom_gcn_mask_split_id,sign,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5098684430122375,0.36143091320991516,0.37171053886413574,40,6.985,238981,early_stop_by_postprocessed_val_acc_only_no_test
actor,8,8,8,geom_gcn_mask_split_id,gat,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.31825658679008484,0.2865954041481018,0.28026315569877625,35,32.869,240655,early_stop_by_postprocessed_val_acc_only_no_test
actor,8,8,8,geom_gcn_mask_split_id,graphsage,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.5433114171028137,0.3791118562221527,0.3592105209827423,35,10.23,120005,early_stop_by_postprocessed_val_acc_only_no_test
actor,8,8,8,geom_gcn_mask_split_id,appnp,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.35115131735801697,0.33758223056793213,0.32236841320991516,110,40.595,60037,early_stop_by_postprocessed_val_acc_only_no_test
actor,8,8,8,geom_gcn_mask_split_id,gcnii,7600,932,5,3648,2432,1520,0.01,0.0005,64,0.5,0.32730263471603394,0.31085526943206787,0.3013157844543457,145,96.589,92805,early_stop_by_postprocessed_val_acc_only_no_test
