dataset,split,seed,split_policy,grid,method,top_k,dim,energy,alphas_json,w,B_boundary_dominance,train_acc,val_acc,test_acc,I_X,I_PrX,I_Pr2X,I_Pr3X,I_XminusPrX,I_PrXminusPr2X,I_PsX,I_Ps2X,I_XminusPsX,R_raw_dominance,L_lowpass_dominance,H_highpass_dominance,HHI_highpass_heterophily_index,T_twohop_return_index,O_deephop_utility,S_hub_sensitivity,C_mean_class_geometry_complexity,C_std_class_geometry_imbalance,C_min,C_max,A_PR_pca_ridge_agreement,D_geometry_discriminant_conflict,Q_easy,Q_geo_only,Q_boundary_only,Q_hard,SignalEntropy_test_mean,Purity_test_mean,SignalEntropy_correct_mean,SignalEntropy_wrong_mean,Purity_correct_mean,Purity_wrong_mean,Corr_HHI_Mpca,Corr_deg_SymRatio,Corr_deg_error,graph_signal_identity,decision_mechanism_identity
texas,0,20260419,random_stratified_matching_fixed_split0_class_counts,default,src_v16c,4000,32,0.9,"[0.01, 0.1, 1.0]",0.2,0.8,1.0,0.8620689655172413,0.868421052631579,0.04225,0.1155,0.14975,0.1475,0.08725,0.1555,0.0865,0.14225,0.0735,0.04225,0.6415,0.31625,0.4929851909579221,1.4455445544482892,0.5560791705916831,0.46109839816863296,13.25,8.5,5.0,25.0,0.8421052631578947,0.1578947368421053,0.7368421052631579,0.0,0.13157894736842105,0.13157894736842105,2.1408422583094064,0.16664870876567722,2.1374266522976746,2.1633852579868345,0.1688721329685746,0.15197410902655445,0.4185305091360597,-0.029919835038536485,0.12514670591635443,low-pass-dominant,boundary-dominant

