dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
amazon-photo,fixed_dim64_energy095,1,1.0,,0.9416666666666667,,0.8922758620689655,,160,240,7250,class_balanced_random_20_train_30_val_per_class,100.0,,94.16666666666667,,89.22758620689655,
amazon-photo,no_highpass,1,1.0,,0.9666666666666667,,0.9031724137931034,,160,240,7250,class_balanced_random_20_train_30_val_per_class,100.0,,96.66666666666667,,90.31724137931035,
amazon-photo,no_p3,1,1.0,,0.9208333333333333,,0.8711724137931034,,160,240,7250,class_balanced_random_20_train_30_val_per_class,100.0,,92.08333333333333,,87.11724137931034,
amazon-photo,no_sym,1,1.0,,0.925,,0.8495172413793104,,160,240,7250,class_balanced_random_20_train_30_val_per_class,100.0,,92.5,,84.95172413793104,
amazon-photo,pca_only,1,1.0,,0.9375,,0.8823448275862069,,160,240,7250,class_balanced_random_20_train_30_val_per_class,100.0,,93.75,,88.23448275862069,
amazon-photo,raw_only,1,1.0,,0.8375,,0.7491034482758621,,160,240,7250,class_balanced_random_20_train_30_val_per_class,100.0,,83.75,,74.9103448275862,
amazon-photo,ridge_only,1,1.0,,0.9375,,0.8907586206896552,,160,240,7250,class_balanced_random_20_train_30_val_per_class,100.0,,93.75,,89.07586206896552,
amazon-photo,row_lowpass_only,1,1.0,,0.95,,0.8921379310344828,,160,240,7250,class_balanced_random_20_train_30_val_per_class,100.0,,95.0,,89.21379310344828,
amazon-photo,single_alpha,1,0.99375,,0.9416666666666667,,0.8973793103448275,,160,240,7250,class_balanced_random_20_train_30_val_per_class,99.375,,94.16666666666667,,89.73793103448276,

