dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
amazon-computers,fixed_dim64_energy095,1,1.0,,0.8666666666666667,,0.8048596438273468,,200,300,13252,class_balanced_random_20_train_30_val_per_class,100.0,,86.66666666666667,,80.48596438273468,
amazon-computers,no_highpass,1,0.995,,0.8633333333333333,,0.8056897072140055,,200,300,13252,class_balanced_random_20_train_30_val_per_class,99.5,,86.33333333333333,,80.56897072140055,
amazon-computers,no_p3,1,1.0,,0.8433333333333334,,0.7798068216118321,,200,300,13252,class_balanced_random_20_train_30_val_per_class,100.0,,84.33333333333334,,77.98068216118321,
amazon-computers,no_sym,1,1.0,,0.7866666666666666,,0.7359643827346816,,200,300,13252,class_balanced_random_20_train_30_val_per_class,100.0,,78.66666666666666,,73.59643827346815,
amazon-computers,pca_only,1,1.0,,0.85,,0.791654089948687,,200,300,13252,class_balanced_random_20_train_30_val_per_class,100.0,,85.0,,79.1654089948687,
amazon-computers,raw_only,1,0.995,,0.71,,0.6399034108059161,,200,300,13252,class_balanced_random_20_train_30_val_per_class,99.5,,71.0,,63.990341080591605,
amazon-computers,ridge_only,1,1.0,,0.8766666666666667,,0.8057651675218835,,200,300,13252,class_balanced_random_20_train_30_val_per_class,100.0,,87.66666666666667,,80.57651675218835,
amazon-computers,row_lowpass_only,1,1.0,,0.8533333333333334,,0.7923332327195894,,200,300,13252,class_balanced_random_20_train_30_val_per_class,100.0,,85.33333333333334,,79.23332327195894,
amazon-computers,single_alpha,1,1.0,,0.86,,0.7918804708723212,,200,300,13252,class_balanced_random_20_train_30_val_per_class,100.0,,86.0,,79.18804708723212,

