dataset,split,seed,top_k,dim,energy,w,HHI,T,S,C_mean,D,test_acc
amazon-computers,0,20260419,4000,64,0.95,0.6,0.05461824420925981,1.1324095458009782,0.640569395016654,16.4,0.130319951705403,0.7761847268336854

