top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,test_acc_shadow_not_for_selection,val_bal_acc,objective,num_selected_features,dataset,train_per_class,repeat,method
4000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.38,0.3887310606060606,0.38000000000000006,0.38,4000,chameleon,3,2,src_v16c
4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.38666666666666666,0.3849431818181818,0.3866666666666667,0.38666666666666666,4000,chameleon,3,2,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.36666666666666664,0.38825757575757575,0.3666666666666667,0.36666666666666664,4000,chameleon,3,2,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.38,0.3896780303030303,0.38000000000000006,0.38,4000,chameleon,3,2,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.38666666666666666,0.3849431818181818,0.3866666666666667,0.38666666666666666,4000,chameleon,3,2,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.37333333333333335,0.3925189393939394,0.37333333333333335,0.37333333333333335,4000,chameleon,3,2,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.38,0.3887310606060606,0.38000000000000006,0.38,4000,chameleon,3,2,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.38666666666666666,0.3849431818181818,0.3866666666666667,0.38666666666666666,4000,chameleon,3,2,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.36666666666666664,0.38825757575757575,0.3666666666666667,0.36666666666666664,4000,chameleon,3,2,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.38,0.3896780303030303,0.38000000000000006,0.38,4000,chameleon,3,2,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.38666666666666666,0.3849431818181818,0.3866666666666667,0.38666666666666666,4000,chameleon,3,2,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.37333333333333335,0.3925189393939394,0.37333333333333335,0.37333333333333335,4000,chameleon,3,2,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.38,0.3887310606060606,0.38000000000000006,0.38,4000,chameleon,3,2,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.38666666666666666,0.3849431818181818,0.3866666666666667,0.38666666666666666,4000,chameleon,3,2,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.36666666666666664,0.38825757575757575,0.3666666666666667,0.36666666666666664,4000,chameleon,3,2,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.38,0.3896780303030303,0.38000000000000006,0.38,4000,chameleon,3,2,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.38666666666666666,0.3849431818181818,0.3866666666666667,0.38666666666666666,4000,chameleon,3,2,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.34,0.3934659090909091,0.34,0.34,6000,chameleon,3,2,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.3466666666666667,0.39299242424242425,0.3466666666666667,0.3466666666666667,6000,chameleon,3,2,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.36666666666666664,0.3944128787878788,0.3666666666666667,0.36666666666666664,6000,chameleon,3,2,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.3466666666666667,0.38920454545454547,0.3466666666666667,0.3466666666666667,6000,chameleon,3,2,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.34,0.3934659090909091,0.34,0.34,6000,chameleon,3,2,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.36,0.39204545454545453,0.36,0.36,6000,chameleon,3,2,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.34,0.3934659090909091,0.34,0.34,6000,chameleon,3,2,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.3466666666666667,0.39299242424242425,0.3466666666666667,0.3466666666666667,6000,chameleon,3,2,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.36666666666666664,0.3944128787878788,0.3666666666666667,0.36666666666666664,6000,chameleon,3,2,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.3466666666666667,0.38920454545454547,0.3466666666666667,0.3466666666666667,6000,chameleon,3,2,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.34,0.3934659090909091,0.34,0.34,6000,chameleon,3,2,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.36,0.39204545454545453,0.36,0.36,6000,chameleon,3,2,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.34,0.3934659090909091,0.34,0.34,6000,chameleon,3,2,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.3466666666666667,0.39299242424242425,0.3466666666666667,0.3466666666666667,6000,chameleon,3,2,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.36666666666666664,0.3944128787878788,0.3666666666666667,0.36666666666666664,6000,chameleon,3,2,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.3466666666666667,0.38920454545454547,0.3466666666666667,0.3466666666666667,6000,chameleon,3,2,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.34,0.3934659090909091,0.34,0.34,6000,chameleon,3,2,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.36,0.39204545454545453,0.36,0.36,6000,chameleon,3,2,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.34,0.3934659090909091,0.34,0.34,6000,chameleon,3,2,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.3466666666666667,0.39299242424242425,0.3466666666666667,0.3466666666666667,6000,chameleon,3,2,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.36666666666666664,0.3944128787878788,0.3666666666666667,0.36666666666666664,6000,chameleon,3,2,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.3466666666666667,0.38920454545454547,0.3466666666666667,0.3466666666666667,6000,chameleon,3,2,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.34,0.3934659090909091,0.34,0.34,6000,chameleon,3,2,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.36,0.39204545454545453,0.36,0.36,6000,chameleon,3,2,src_v16c
4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.21333333333333335,0.24005681818181818,0.21333333333333332,0.21333333333333335,4000,chameleon,3,3,src_v16c
4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.20666666666666667,0.23768939393939395,0.2066666666666667,0.20666666666666667,4000,chameleon,3,3,src_v16c
4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.22,0.23816287878787878,0.22000000000000003,0.22,4000,chameleon,3,3,src_v16c
4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.28,0.27178030303030304,0.27999999999999997,0.28,4000,chameleon,3,3,src_v16c
4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.26666666666666666,0.25946969696969696,0.26666666666666666,0.26666666666666666,4000,chameleon,3,3,src_v16c
4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.2733333333333333,0.2604166666666667,0.2733333333333333,0.2733333333333333,4000,chameleon,3,3,src_v16c
4000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.21333333333333335,0.24005681818181818,0.21333333333333332,0.21333333333333335,4000,chameleon,3,3,src_v16c
4000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.20666666666666667,0.23768939393939395,0.2066666666666667,0.20666666666666667,4000,chameleon,3,3,src_v16c
4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.22,0.23816287878787878,0.22000000000000003,0.22,4000,chameleon,3,3,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.28,0.27178030303030304,0.27999999999999997,0.28,4000,chameleon,3,3,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.26666666666666666,0.25946969696969696,0.26666666666666666,0.26666666666666666,4000,chameleon,3,3,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.2733333333333333,0.2604166666666667,0.2733333333333333,0.2733333333333333,4000,chameleon,3,3,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.21333333333333335,0.24005681818181818,0.21333333333333332,0.21333333333333335,4000,chameleon,3,3,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.20666666666666667,0.23768939393939395,0.2066666666666667,0.20666666666666667,4000,chameleon,3,3,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.22,0.23816287878787878,0.22000000000000003,0.22,4000,chameleon,3,3,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.28,0.27178030303030304,0.27999999999999997,0.28,4000,chameleon,3,3,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.26666666666666666,0.25946969696969696,0.26666666666666666,0.26666666666666666,4000,chameleon,3,3,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.2733333333333333,0.2604166666666667,0.2733333333333333,0.2733333333333333,4000,chameleon,3,3,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.21333333333333335,0.24005681818181818,0.21333333333333332,0.21333333333333335,4000,chameleon,3,3,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.20666666666666667,0.23768939393939395,0.2066666666666667,0.20666666666666667,4000,chameleon,3,3,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.22,0.23816287878787878,0.22000000000000003,0.22,4000,chameleon,3,3,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.28,0.27178030303030304,0.27999999999999997,0.28,4000,chameleon,3,3,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.26666666666666666,0.25946969696969696,0.26666666666666666,0.26666666666666666,4000,chameleon,3,3,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.2733333333333333,0.2604166666666667,0.2733333333333333,0.2733333333333333,4000,chameleon,3,3,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.28267045454545453,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.27698863636363635,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.2703598484848485,0.31999999999999995,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.2921401515151515,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.2883522727272727,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.32666666666666666,0.27982954545454547,0.32666666666666666,0.32666666666666666,6000,chameleon,3,3,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.28267045454545453,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.27698863636363635,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.2703598484848485,0.31999999999999995,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.2921401515151515,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.2883522727272727,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.32666666666666666,0.27982954545454547,0.32666666666666666,0.32666666666666666,6000,chameleon,3,3,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.28267045454545453,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.27698863636363635,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.2703598484848485,0.31999999999999995,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.2921401515151515,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.2883522727272727,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.32666666666666666,0.27982954545454547,0.32666666666666666,0.32666666666666666,6000,chameleon,3,3,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.28267045454545453,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.27698863636363635,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.32,0.2703598484848485,0.31999999999999995,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.2921401515151515,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.2883522727272727,0.32,0.32,6000,chameleon,3,3,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.32666666666666666,0.27982954545454547,0.32666666666666666,0.32666666666666666,6000,chameleon,3,3,src_v16c
4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.24763257575757575,0.24,0.24,4000,chameleon,3,4,src_v16c
4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.24479166666666666,0.24,0.24,4000,chameleon,3,4,src_v16c
4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.24431818181818182,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.2533143939393939,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.25333333333333335,0.2533143939393939,0.2533333333333333,0.25333333333333335,4000,chameleon,3,4,src_v16c
4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.25,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.24763257575757575,0.24,0.24,4000,chameleon,3,4,src_v16c
4000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.24479166666666666,0.24,0.24,4000,chameleon,3,4,src_v16c
4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.24431818181818182,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.2533143939393939,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.25333333333333335,0.2533143939393939,0.2533333333333333,0.25333333333333335,4000,chameleon,3,4,src_v16c
4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.25,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.24763257575757575,0.24,0.24,4000,chameleon,3,4,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.24479166666666666,0.24,0.24,4000,chameleon,3,4,src_v16c
4000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.24431818181818182,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.2533143939393939,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.25333333333333335,0.2533143939393939,0.2533333333333333,0.25333333333333335,4000,chameleon,3,4,src_v16c
4000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.25,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.24763257575757575,0.24,0.24,4000,chameleon,3,4,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.24479166666666666,0.24,0.24,4000,chameleon,3,4,src_v16c
4000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.24431818181818182,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.2533143939393939,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.25333333333333335,0.2533143939393939,0.2533333333333333,0.25333333333333335,4000,chameleon,3,4,src_v16c
4000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.25,0.24666666666666667,0.24666666666666667,4000,chameleon,3,4,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.2537878787878788,0.24666666666666667,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.25426136363636365,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.2518939393939394,0.24666666666666665,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.25757575757575757,0.24666666666666667,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.24,0.2556818181818182,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.24,0.2556818181818182,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.2537878787878788,0.24666666666666667,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.25426136363636365,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.2518939393939394,0.24666666666666665,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.25757575757575757,0.24666666666666667,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.24,0.2556818181818182,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.24,0.2556818181818182,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.2537878787878788,0.24666666666666667,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.25426136363636365,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,96,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.2518939393939394,0.24666666666666665,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.25757575757575757,0.24666666666666667,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.24,0.2556818181818182,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,96,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.24,0.2556818181818182,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.2537878787878788,0.24666666666666667,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.25426136363636365,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,96,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.24666666666666667,0.2518939393939394,0.24666666666666665,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.24666666666666667,0.25757575757575757,0.24666666666666667,0.24666666666666667,6000,chameleon,3,4,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.24,0.2556818181818182,0.24,0.24,6000,chameleon,3,4,src_v16c
6000,96,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.24,0.2556818181818182,0.24,0.24,6000,chameleon,3,4,src_v16c
4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.36,0.35347288296860135,0.36,0.36,4000,chameleon,5,0,src_v16c
