top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,test_acc_shadow_not_for_selection,val_bal_acc,objective,num_selected_features,experiment,dataset,split,split_policy
2000,32,0.95,"(0.1, 1.0, 10.0)",0.3,full,"[0.1, 1.0, 10.0]",0.8305860805860806,0.6529492455418381,0.6469298245614035,0.6471054530043294,0.6529492455418381,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.95,"(0.1, 1.0, 10.0)",0.4,full,"[0.1, 1.0, 10.0]",0.8333333333333334,0.6556927297668038,0.6447368421052632,0.6496276499085488,0.6556927297668038,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.95,"(0.1, 1.0, 10.0)",0.5,full,"[0.1, 1.0, 10.0]",0.8315018315018315,0.654320987654321,0.6447368421052632,0.6480957927587141,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.95,"(0.1, 1.0, 10.0)",0.6,full,"[0.1, 1.0, 10.0]",0.8324175824175825,0.6529492455418381,0.6513157894736842,0.647406560187459,0.6529492455418381,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.95,"(0.1, 1.0, 10.0)",0.7,full,"[0.1, 1.0, 10.0]",0.836996336996337,0.654320987654321,0.6513157894736842,0.6494200303189067,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.95,"(0.1, 1.0, 10.0)",0.8,full,"[0.1, 1.0, 10.0]",0.8470695970695971,0.6598079561042524,0.668859649122807,0.6557414116402881,0.6598079561042524,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.01, 0.1, 1.0)",0.2,full,"[0.01, 0.1, 1.0]",0.9212454212454212,0.6790123456790124,0.6973684210526315,0.6740877593405683,0.6790123456790124,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.01, 0.1, 1.0)",0.3,full,"[0.01, 0.1, 1.0]",0.9212454212454212,0.6803840877914952,0.6973684210526315,0.6758734736262826,0.6803840877914952,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9194139194139194,0.6803840877914952,0.706140350877193,0.6758734736262826,0.6803840877914952,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9175824175824175,0.6776406035665294,0.706140350877193,0.6726891579419669,0.6776406035665294,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9175824175824175,0.6707818930041153,0.706140350877193,0.6649691752219842,0.6707818930041153,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.01, 0.1, 1.0)",0.7,full,"[0.01, 0.1, 1.0]",0.9139194139194139,0.6694101508916324,0.7039473684210527,0.6631623121791661,0.6694101508916324,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.01, 0.1, 1.0)",0.8,full,"[0.01, 0.1, 1.0]",0.9084249084249084,0.6652949245541838,0.7017543859649122,0.6588332522321286,0.6652949245541838,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.05, 0.5, 5.0)",0.2,full,"[0.05, 0.5, 5.0]",0.8589743589743589,0.6611796982167353,0.6535087719298246,0.6562240371229136,0.6611796982167353,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.05, 0.5, 5.0)",0.3,full,"[0.05, 0.5, 5.0]",0.8598901098901099,0.6584362139917695,0.6535087719298246,0.6530869714858479,0.6584362139917695,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.8598901098901099,0.6584362139917695,0.6535087719298246,0.652699858598735,0.6584362139917695,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.8608058608058609,0.6584362139917695,0.6535087719298246,0.652699858598735,0.6584362139917695,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.8626373626373627,0.6584362139917695,0.6535087719298246,0.652699858598735,0.6584362139917695,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.05, 0.5, 5.0)",0.7,full,"[0.05, 0.5, 5.0]",0.86996336996337,0.6584362139917695,0.6666666666666666,0.6529748644917184,0.6584362139917695,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.05, 0.5, 5.0)",0.8,full,"[0.05, 0.5, 5.0]",0.8644688644688645,0.6488340192043895,0.668859649122807,0.6438764166292257,0.6488340192043895,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.1, 1.0, 10.0)",0.2,full,"[0.1, 1.0, 10.0]",0.8278388278388278,0.6529492455418381,0.6469298245614035,0.6471054530043294,0.6529492455418381,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.1, 1.0, 10.0)",0.3,full,"[0.1, 1.0, 10.0]",0.8305860805860806,0.6529492455418381,0.6469298245614035,0.6471054530043294,0.6529492455418381,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.1, 1.0, 10.0)",0.4,full,"[0.1, 1.0, 10.0]",0.8333333333333334,0.6556927297668038,0.6447368421052632,0.6496276499085488,0.6556927297668038,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.1, 1.0, 10.0)",0.5,full,"[0.1, 1.0, 10.0]",0.8315018315018315,0.654320987654321,0.6447368421052632,0.6480957927587141,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.1, 1.0, 10.0)",0.6,full,"[0.1, 1.0, 10.0]",0.8324175824175825,0.6529492455418381,0.6513157894736842,0.647406560187459,0.6529492455418381,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.1, 1.0, 10.0)",0.7,full,"[0.1, 1.0, 10.0]",0.836996336996337,0.654320987654321,0.6513157894736842,0.6494200303189067,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,32,0.99,"(0.1, 1.0, 10.0)",0.8,full,"[0.1, 1.0, 10.0]",0.8470695970695971,0.6598079561042524,0.668859649122807,0.6557414116402881,0.6598079561042524,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.01, 0.1, 1.0)",0.2,full,"[0.01, 0.1, 1.0]",0.9212454212454212,0.6790123456790124,0.6929824561403509,0.6745221222749314,0.6790123456790124,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.01, 0.1, 1.0)",0.3,full,"[0.01, 0.1, 1.0]",0.9194139194139194,0.6748971193415638,0.6951754385964912,0.670373568126377,0.6748971193415638,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9175824175824175,0.6721536351165981,0.6885964912280702,0.6673486094834409,0.6721536351165981,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9139194139194139,0.6694101508916324,0.6820175438596491,0.6653080255608346,0.6694101508916324,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9065934065934066,0.6694101508916324,0.6885964912280702,0.6655146326494641,0.6694101508916324,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.01, 0.1, 1.0)",0.7,full,"[0.01, 0.1, 1.0]",0.9047619047619048,0.6707818930041153,0.6929824561403509,0.6683284298452837,0.6707818930041153,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.01, 0.1, 1.0)",0.8,full,"[0.01, 0.1, 1.0]",0.8956043956043956,0.6680384087791496,0.6864035087719298,0.6646886024695013,0.6680384087791496,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.05, 0.5, 5.0)",0.2,full,"[0.05, 0.5, 5.0]",0.8571428571428571,0.6598079561042524,0.6513157894736842,0.6548726857715622,0.6598079561042524,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.05, 0.5, 5.0)",0.3,full,"[0.05, 0.5, 5.0]",0.8571428571428571,0.654320987654321,0.6535087719298246,0.6494672803661568,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.8598901098901099,0.6556927297668038,0.6535087719298246,0.6510252388061376,0.6556927297668038,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.8562271062271062,0.6556927297668038,0.6535087719298246,0.6510252388061376,0.6556927297668038,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.858058608058608,0.6570644718792867,0.6622807017543859,0.6523293401102389,0.6570644718792867,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.05, 0.5, 5.0)",0.7,full,"[0.05, 0.5, 5.0]",0.8553113553113553,0.6598079561042524,0.668859649122807,0.6570621073430062,0.6598079561042524,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.05, 0.5, 5.0)",0.8,full,"[0.05, 0.5, 5.0]",0.8507326007326007,0.6611796982167353,0.668859649122807,0.6603962731771721,0.6611796982167353,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.1, 1.0, 10.0)",0.2,full,"[0.1, 1.0, 10.0]",0.826007326007326,0.654320987654321,0.6447368421052632,0.6489384173372936,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.1, 1.0, 10.0)",0.3,full,"[0.1, 1.0, 10.0]",0.826007326007326,0.6515775034293553,0.6469298245614035,0.6470099404088169,0.6515775034293553,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.1, 1.0, 10.0)",0.4,full,"[0.1, 1.0, 10.0]",0.8269230769230769,0.654320987654321,0.6425438596491229,0.6496914943544156,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.1, 1.0, 10.0)",0.5,full,"[0.1, 1.0, 10.0]",0.8287545787545788,0.6502057613168725,0.6403508771929824,0.6452030773659988,0.6502057613168725,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.1, 1.0, 10.0)",0.6,full,"[0.1, 1.0, 10.0]",0.8333333333333334,0.6515775034293553,0.6513157894736842,0.6478102674731889,0.6515775034293553,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.1, 1.0, 10.0)",0.7,full,"[0.1, 1.0, 10.0]",0.8351648351648352,0.6556927297668038,0.6600877192982456,0.6535545232174446,0.6556927297668038,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.9,"(0.1, 1.0, 10.0)",0.8,full,"[0.1, 1.0, 10.0]",0.8305860805860806,0.6584362139917695,0.6644736842105263,0.6571435586885024,0.6584362139917695,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.01, 0.1, 1.0)",0.2,full,"[0.01, 0.1, 1.0]",0.9212454212454212,0.6803840877914952,0.6973684210526315,0.6758734736262826,0.6803840877914952,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.01, 0.1, 1.0)",0.3,full,"[0.01, 0.1, 1.0]",0.9212454212454212,0.6817558299039781,0.6995614035087719,0.6769970691319005,0.6817558299039781,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9203296703296703,0.6817558299039781,0.7039473684210527,0.6769970691319005,0.6817558299039781,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9203296703296703,0.6748971193415638,0.7083333333333334,0.6699864552392643,0.6748971193415638,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9184981684981685,0.6735253772290809,0.7017543859649122,0.6683128479476794,0.6735253772290809,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.01, 0.1, 1.0)",0.7,full,"[0.01, 0.1, 1.0]",0.9184981684981685,0.6762688614540466,0.7017543859649122,0.6705600389589154,0.6762688614540466,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.01, 0.1, 1.0)",0.8,full,"[0.01, 0.1, 1.0]",0.9194139194139194,0.6721536351165981,0.6995614035087719,0.6668458477447242,0.6721536351165981,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.05, 0.5, 5.0)",0.2,full,"[0.05, 0.5, 5.0]",0.858058608058608,0.6611796982167353,0.6557017543859649,0.6562240371229136,0.6611796982167353,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.05, 0.5, 5.0)",0.3,full,"[0.05, 0.5, 5.0]",0.858058608058608,0.6598079561042524,0.6578947368421053,0.6548726857715622,0.6598079561042524,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.8663003663003663,0.6611796982167353,0.6622807017543859,0.6560435313244303,0.6611796982167353,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",0.8672161172161172,0.6598079561042524,0.6666666666666666,0.6542578170387159,0.6598079561042524,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",0.86996336996337,0.6611796982167353,0.6754385964912281,0.6562240371229136,0.6611796982167353,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.05, 0.5, 5.0)",0.7,full,"[0.05, 0.5, 5.0]",0.8772893772893773,0.663923182441701,0.6907894736842105,0.6601825785814549,0.663923182441701,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.05, 0.5, 5.0)",0.8,full,"[0.05, 0.5, 5.0]",0.8809523809523809,0.6652949245541838,0.6864035087719298,0.6626007684996449,0.6652949245541838,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.1, 1.0, 10.0)",0.2,full,"[0.1, 1.0, 10.0]",0.8296703296703297,0.6529492455418381,0.6491228070175439,0.6471054530043294,0.6529492455418381,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.1, 1.0, 10.0)",0.3,full,"[0.1, 1.0, 10.0]",0.8333333333333334,0.654320987654321,0.6513157894736842,0.6488911672900437,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.1, 1.0, 10.0)",0.4,full,"[0.1, 1.0, 10.0]",0.8379120879120879,0.6570644718792867,0.6513157894736842,0.6520070841700056,0.6570644718792867,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.1, 1.0, 10.0)",0.5,full,"[0.1, 1.0, 10.0]",0.8406593406593407,0.6570644718792867,0.6491228070175439,0.652282090062989,0.6570644718792867,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.1, 1.0, 10.0)",0.6,full,"[0.1, 1.0, 10.0]",0.8498168498168498,0.654320987654321,0.6622807017543859,0.6500137502946493,0.654320987654321,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.1, 1.0, 10.0)",0.7,full,"[0.1, 1.0, 10.0]",0.8525641025641025,0.6584362139917695,0.668859649122807,0.6545021672830662,0.6584362139917695,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.95,"(0.1, 1.0, 10.0)",0.8,full,"[0.1, 1.0, 10.0]",0.8589743589743589,0.663923182441701,0.6842105263157895,0.6607678041666806,0.663923182441701,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.01, 0.1, 1.0)",0.2,full,"[0.01, 0.1, 1.0]",0.9212454212454212,0.6817558299039781,0.6973684210526315,0.677224824977634,0.6817558299039781,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.01, 0.1, 1.0)",0.3,full,"[0.01, 0.1, 1.0]",0.9212454212454212,0.6817558299039781,0.6995614035087719,0.677224824977634,0.6817558299039781,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9212454212454212,0.6831275720164609,0.7083333333333334,0.678348420483252,0.6831275720164609,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.923992673992674,0.6776406035665294,0.706140350877193,0.672736407989217,0.6776406035665294,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.923992673992674,0.6762688614540466,0.706140350877193,0.6713378065906156,0.6762688614540466,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.01, 0.1, 1.0)",0.7,full,"[0.01, 0.1, 1.0]",0.9258241758241759,0.6803840877914952,0.7017543859649122,0.6747558431547196,0.6803840877914952,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.01, 0.1, 1.0)",0.8,full,"[0.01, 0.1, 1.0]",0.924908424908425,0.6790123456790124,0.7039473684210527,0.6734517418506182,0.6790123456790124,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.05, 0.5, 5.0)",0.2,full,"[0.05, 0.5, 5.0]",0.8598901098901099,0.663923182441701,0.6578947368421053,0.6589267398256162,0.663923182441701,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.05, 0.5, 5.0)",0.3,full,"[0.05, 0.5, 5.0]",0.8644688644688645,0.6625514403292181,0.6600877192982456,0.6578031443199983,0.6625514403292181,2000,E07,chameleon,0,fixed_geom_gcn_split
2000,48,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",0.8690476190476191,0.6625514403292181,0.6622807017543859,0.657188275587152,0.6625514403292181,2000,E07,chameleon,0,fixed_geom_gcn_split
