dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
cornell,fixed_dim64_energy095,1,1.0,,0.8305084745762712,,0.6486486486486487,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,83.05084745762711,,64.86486486486487,
cornell,no_highpass,1,1.0,,0.7796610169491526,,0.6486486486486487,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,77.96610169491525,,64.86486486486487,
cornell,no_p3,1,1.0,,0.864406779661017,,0.6756756756756757,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,86.4406779661017,,67.56756756756756,
cornell,no_sym,1,1.0,,0.847457627118644,,0.6756756756756757,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,84.7457627118644,,67.56756756756756,
cornell,pca_only,1,1.0,,0.7457627118644068,,0.6486486486486487,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,74.57627118644068,,64.86486486486487,
cornell,raw_only,1,1.0,,0.864406779661017,,0.6756756756756757,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,86.4406779661017,,67.56756756756756,
cornell,ridge_only,1,1.0,,0.847457627118644,,0.6756756756756757,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,84.7457627118644,,67.56756756756756,
cornell,row_lowpass_only,1,1.0,,0.7966101694915254,,0.6756756756756757,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,79.66101694915254,,67.56756756756756,
cornell,single_alpha,1,0.9885057471264368,,0.847457627118644,,0.6756756756756757,,87,59,37,random_stratified_matching_fixed_split0_class_counts,98.85057471264368,,84.7457627118644,,67.56756756756756,

