dataset,method,repeat,split_id,split_seed,train_seed,split_policy,num_nodes,num_features,num_classes,train_size,val_size,test_size,feature_norm,make_undirected,lr,weight_decay,hidden_channels,dropout,train_acc,val_acc,test_acc,best_epoch,time_sec,params,selection_rule
amazon-computers,graphsage,9,0,20260428,20272773,class_balanced_random_20_train_30_val_per_class,13752,767,10,200,300,13252,row_l1,True,0.01,0.0005,64,0.5,0.9350000023841858,0.9200000166893005,0.7884847521781921,160,220.124,99530,early_stop_by_val_acc_only_no_test

