dataset,method,repeat,split_id,split_seed,train_seed,split_policy,num_nodes,num_features,num_classes,train_size,val_size,test_size,feature_norm,make_undirected,lr,weight_decay,hidden_channels,dropout,train_acc,val_acc,test_acc,best_epoch,time_sec,params,selection_rule
chameleon,linkx,5,5,5,12350,fixed_geom_gcn_split_id_5,2277,2325,5,1092,729,456,row_l1,True,0.01,0.0005,64,0.5,0.982600748538971,0.7160493731498718,0.7412280440330505,45,2.226,307589,early_stop_by_val_acc_only_no_test

