dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
chameleon,fixed_dim64_energy095,1,0.9853479853479854,,0.7489711934156379,,0.7346491228070176,,1092,729,456,fixed_geom_gcn_split_id_4,98.53479853479854,,74.8971193415638,,73.46491228070175,
chameleon,no_highpass,1,0.9789377289377289,,0.7421124828532236,,0.7390350877192983,,1092,729,456,fixed_geom_gcn_split_id_4,97.89377289377289,,74.21124828532236,,73.90350877192982,
chameleon,no_p3,1,0.9871794871794872,,0.7421124828532236,,0.7302631578947368,,1092,729,456,fixed_geom_gcn_split_id_4,98.71794871794873,,74.21124828532236,,73.02631578947368,
chameleon,no_sym,1,0.9688644688644689,,0.7448559670781894,,0.7346491228070176,,1092,729,456,fixed_geom_gcn_split_id_4,96.88644688644689,,74.48559670781893,,73.46491228070175,
chameleon,pca_only,1,0.9285714285714286,,0.7160493827160493,,0.6995614035087719,,1092,729,456,fixed_geom_gcn_split_id_4,92.85714285714286,,71.60493827160494,,69.95614035087719,
chameleon,raw_only,1,0.9395604395604396,,0.4458161865569273,,0.45614035087719296,,1092,729,456,fixed_geom_gcn_split_id_4,93.95604395604396,,44.58161865569273,,45.614035087719294,
chameleon,ridge_only,1,0.9853479853479854,,0.7393689986282579,,0.7324561403508771,,1092,729,456,fixed_geom_gcn_split_id_4,98.53479853479854,,73.93689986282578,,73.24561403508771,
chameleon,row_lowpass_only,1,0.9688644688644689,,0.7462277091906722,,0.7543859649122807,,1092,729,456,fixed_geom_gcn_split_id_4,96.88644688644689,,74.62277091906722,,75.43859649122807,
chameleon,single_alpha,1,0.9258241758241759,,0.7091906721536351,,0.7127192982456141,,1092,729,456,fixed_geom_gcn_split_id_4,92.58241758241759,,70.91906721536351,,71.27192982456141,

