dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
chameleon,fixed_dim64_energy095,1,0.9789377289377289,,0.6858710562414266,,0.7412280701754386,,1092,729,456,fixed_geom_gcn_split_id_1,97.89377289377289,,68.58710562414267,,74.12280701754386,
chameleon,no_highpass,1,0.9688644688644689,,0.6995884773662552,,0.743421052631579,,1092,729,456,fixed_geom_gcn_split_id_1,96.88644688644689,,69.95884773662551,,74.3421052631579,
chameleon,no_p3,1,0.9862637362637363,,0.7023319615912208,,0.7456140350877193,,1092,729,456,fixed_geom_gcn_split_id_1,98.62637362637363,,70.23319615912207,,74.56140350877193,
chameleon,no_sym,1,0.9844322344322345,,0.7037037037037037,,0.7543859649122807,,1092,729,456,fixed_geom_gcn_split_id_1,98.44322344322345,,70.37037037037037,,75.43859649122807,
chameleon,pca_only,1,0.9633699633699634,,0.6927297668038409,,0.743421052631579,,1092,729,456,fixed_geom_gcn_split_id_1,96.33699633699634,,69.27297668038409,,74.3421052631579,
chameleon,raw_only,1,0.9487179487179487,,0.438957475994513,,0.45614035087719296,,1092,729,456,fixed_geom_gcn_split_id_1,94.87179487179486,,43.895747599451305,,45.614035087719294,
chameleon,ridge_only,1,0.9789377289377289,,0.6844993141289437,,0.7280701754385965,,1092,729,456,fixed_geom_gcn_split_id_1,97.89377289377289,,68.44993141289437,,72.80701754385966,
chameleon,row_lowpass_only,1,0.9468864468864469,,0.6831275720164609,,0.7214912280701754,,1092,729,456,fixed_geom_gcn_split_id_1,94.68864468864469,,68.3127572016461,,72.14912280701753,
chameleon,single_alpha,1,0.9184981684981685,,0.6598079561042524,,0.7324561403508771,,1092,729,456,fixed_geom_gcn_split_id_1,91.84981684981685,,65.98079561042523,,73.24561403508771,

