top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,val_bal_acc,objective,num_selected_features,candidate_note,dataset,repeat,split,split_id,split_seed,split_policy,ablation
4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_p3,"[0.01, 0.1, 1.0]",0.9734432234432234,0.6954732510288066,0.6971505335136238,0.6954732510288066,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,no_p3,"[0.01, 0.1, 1.0]",0.9734432234432234,0.6941015089163237,0.6951554770164485,0.6941015089163237,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_p3,"[0.01, 0.1, 1.0]",0.9725274725274725,0.691358024691358,0.6918538465816659,0.691358024691358,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,no_p3,"[0.05, 0.5, 5.0]",0.9386446886446886,0.6666666666666666,0.6656093027998313,0.6666666666666666,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,no_p3,"[0.05, 0.5, 5.0]",0.9395604395604396,0.6707818930041153,0.6697629977683848,0.6707818930041153,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,no_p3,"[0.05, 0.5, 5.0]",0.9404761904761905,0.6707818930041153,0.6698384694664979,0.6707818930041153,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.99,"(0.01, 0.1, 1.0)",0.4,no_p3,"[0.01, 0.1, 1.0]",0.9725274725274725,0.6941015089163237,0.6955880335136237,0.6941015089163237,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.99,"(0.01, 0.1, 1.0)",0.5,no_p3,"[0.01, 0.1, 1.0]",0.9734432234432234,0.6927297668038409,0.6940255335136237,0.6927297668038409,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,no_p3,"[0.01, 0.1, 1.0]",0.9716117216117216,0.6886145404663924,0.6889580132483326,0.6886145404663924,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
4000,64,0.99,"(0.05, 0.5, 5.0)",0.4,no_p3,"[0.05, 0.5, 5.0]",0.9386446886446886,0.6680384087791496,0.6668671644350515,0.6680384087791496,4000,test_not_evaluated_for_candidates,chameleon,1,1,1,1,fixed_geom_gcn_split_id_1,no_p3
