split,class_i,branch_i,kind_i,class_j,branch_j,kind_j,center_l2_distance,center_sq_distance,subspace_overlap_fro,mean_cos2_principal,min_principal_angle_deg
2,2,0,root,4,2,extra,0.621046480320765,0.38569873071881045,2.178838330230995,0.09890284311007898,31.095815714990458
2,2,1,extra,2,2,extra,0.9970820553678882,0.9941726251366523,3.6877907858449257,0.2833291850033905,1.5748879728231062
2,2,1,extra,3,0,root,0.48056432960676876,0.23094207489040314,2.988042268618988,0.18600826248028557,26.461542206016215
2,2,1,extra,3,1,extra,0.5474123487774284,0.2996602795940208,2.6731251412033252,0.14886662542777693,27.881733859564395
2,2,1,extra,4,0,root,0.4349541232330802,0.18918508931745753,2.5288346959677663,0.13322926915688307,25.218196015799244
2,2,1,extra,4,1,extra,0.4874033334673195,0.237562009475055,2.2430320123254424,0.10481651267326508,25.822224285464806
2,2,1,extra,4,2,extra,0.8350858025743703,0.6973682976612798,1.9693292792090586,0.08079703770729316,34.422474851207085
2,2,2,extra,3,0,root,0.9099059160431974,0.8279287760504102,2.2920728921070115,0.10944996130691248,29.054133394620383
2,2,2,extra,3,1,extra,1.2845488827543086,1.6500658321853425,1.8641569046470383,0.07239752010715052,46.370605334481134
2,2,2,extra,4,0,root,0.9577859315875109,0.9173538907469561,2.092290046829115,0.09120161750125372,33.567276038844675
2,2,2,extra,4,1,extra,1.2528796083119418,1.5697073129238845,1.7440707479633293,0.06337047445627851,46.83497021752503
2,2,2,extra,4,2,extra,0.8639714783694123,0.7464467154358279,2.014239172961188,0.08452415512273685,33.19870635425626
2,3,0,root,3,1,extra,0.5991184957499377,0.35894297194966807,4.864221063526274,0.4929301365594305,0.5572465369169637
2,3,0,root,4,0,root,0.3992154065765302,0.15937294084806436,2.9325818753669166,0.17916742616105294,23.44163669255654
2,3,0,root,4,1,extra,0.6389719709108265,0.40828517960966604,2.5071207699890277,0.13095113656896615,26.64825738228199
