dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
cornell,fixed_dim64_energy095,1,1.0,,0.7627118644067796,,0.7027027027027027,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,76.27118644067797,,70.27027027027027,
cornell,no_highpass,1,1.0,,0.7627118644067796,,0.5945945945945946,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,76.27118644067797,,59.45945945945946,
cornell,no_p3,1,1.0,,0.7796610169491526,,0.7027027027027027,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,77.96610169491525,,70.27027027027027,
cornell,no_sym,1,1.0,,0.7627118644067796,,0.7027027027027027,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,76.27118644067797,,70.27027027027027,
cornell,pca_only,1,1.0,,0.6949152542372882,,0.6216216216216216,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,69.49152542372882,,62.16216216216216,
cornell,raw_only,1,1.0,,0.8135593220338984,,0.7567567567567568,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,81.35593220338984,,75.67567567567568,
cornell,ridge_only,1,1.0,,0.7796610169491526,,0.7567567567567568,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,77.96610169491525,,75.67567567567568,
cornell,row_lowpass_only,1,1.0,,0.7627118644067796,,0.6756756756756757,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,76.27118644067797,,67.56756756756756,
cornell,single_alpha,1,1.0,,0.7796610169491526,,0.7027027027027027,,87,59,37,random_stratified_matching_fixed_split0_class_counts,100.0,,77.96610169491525,,70.27027027027027,

