dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
wisconsin,fixed_dim64_energy095,1,1.0,,0.8375,,0.8823529411764706,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,83.75,,88.23529411764706,
wisconsin,no_highpass,1,1.0,,0.775,,0.7647058823529411,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,77.5,,76.47058823529412,
wisconsin,no_p3,1,1.0,,0.85,,0.8823529411764706,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,85.0,,88.23529411764706,
wisconsin,no_sym,1,1.0,,0.825,,0.9019607843137255,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,82.5,,90.19607843137256,
wisconsin,pca_only,1,1.0,,0.7375,,0.803921568627451,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,73.75,,80.3921568627451,
wisconsin,raw_only,1,1.0,,0.8625,,0.9215686274509803,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,86.25,,92.15686274509804,
wisconsin,ridge_only,1,1.0,,0.8625,,0.8823529411764706,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,86.25,,88.23529411764706,
wisconsin,row_lowpass_only,1,1.0,,0.825,,0.8235294117647058,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,82.5,,82.35294117647058,
wisconsin,single_alpha,1,1.0,,0.825,,0.9019607843137255,,120,80,51,random_stratified_matching_fixed_split0_class_counts,100.0,,82.5,,90.19607843137256,

