dataset,method,repeat,split_id,split_seed,train_seed,split_policy,num_nodes,num_features,num_classes,train_size,val_size,test_size,feature_norm,make_undirected,lr,weight_decay,hidden_channels,dropout,train_acc,val_acc,test_acc,best_epoch,time_sec,params,selection_rule
amazon-photo,graphsage,1,0,20260420,20272765,class_balanced_random_20_train_30_val_per_class,7650,745,8,160,240,7250,row_l1,True,0.01,0.0005,64,0.5,0.9937499761581421,0.9083333611488342,0.9004138112068176,135,93.621,96456,strongest_method_for_dataset_then_grid_selected_by_val_only_no_test

