experiment,dataset,train_per_class,repeat,seed,method,train_size,val_size,test_size,top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,test_acc,val_bal_acc,num_features_after_variant,selection_rule,alpha
E11,cornell,5,0,16000,ridge_raw,25,105,53,,,,,,,,,0.6476190476190476,0.4528301886792453,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,5,0,16000,ridge_multihop5,25,105,53,,,,,,,,,0.5523809523809524,0.41509433962264153,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,5,1,16001,src_v16c,25,105,53,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.47619047619047616,0.5283018867924528,0.4901515151515151,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,5,1,16001,ridge_raw,25,105,53,,,,,,,,,0.580952380952381,0.6226415094339622,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,5,1,16001,ridge_multihop5,25,105,53,,,,,,,,,0.47619047619047616,0.37735849056603776,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,5,2,16002,src_v16c,25,105,53,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.6857142857142857,0.5849056603773585,0.6324242424242424,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,5,2,16002,ridge_raw,25,105,53,,,,,,,,,0.6476190476190476,0.7358490566037735,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,5,2,16002,ridge_multihop5,25,105,53,,,,,,,,,0.6666666666666666,0.5660377358490566,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,5,3,16003,src_v16c,25,105,53,6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.580952380952381,0.49056603773584906,0.6199999999999999,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,5,3,16003,ridge_raw,25,105,53,,,,,,,,,0.7142857142857143,0.660377358490566,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,5,3,16003,ridge_multihop5,25,105,53,,,,,,,,,0.5714285714285714,0.4716981132075472,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,5,4,16004,src_v16c,25,105,53,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.4380952380952381,0.7735849056603774,0.37257575757575756,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,5,4,16004,ridge_raw,25,105,53,,,,,,,,,0.6476190476190476,0.5094339622641509,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,5,4,16004,ridge_multihop5,25,105,53,,,,,,,,,0.47619047619047616,0.7924528301886793,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,8,0,19000,src_v16c,40,95,48,6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.5368421052631579,0.5416666666666666,0.5291133004926107,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,8,0,19000,ridge_raw,40,95,48,,,,,,,,,0.6736842105263158,0.8125,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,8,0,19000,ridge_multihop5,40,95,48,,,,,,,,,0.5684210526315789,0.625,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,8,1,19001,src_v16c,40,95,48,4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.6421052631578947,0.5625,0.6222085385878489,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,8,1,19001,ridge_raw,40,95,48,,,,,,,,,0.8421052631578947,0.6875,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,8,1,19001,ridge_multihop5,40,95,48,,,,,,,,,0.6526315789473685,0.6875,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,8,2,19002,src_v16c,40,95,48,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.6421052631578947,0.5833333333333334,0.5957881773399014,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,8,2,19002,ridge_raw,40,95,48,,,,,,,,,0.8210526315789474,0.7708333333333334,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,8,2,19002,ridge_multihop5,40,95,48,,,,,,,,,0.631578947368421,0.6041666666666666,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,8,3,19003,src_v16c,40,95,48,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.631578947368421,0.7291666666666666,0.5762725779967159,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,8,3,19003,ridge_raw,40,95,48,,,,,,,,,0.7263157894736842,0.8125,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,8,3,19003,ridge_multihop5,40,95,48,,,,,,,,,0.6631578947368421,0.6666666666666666,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,8,4,19004,src_v16c,40,95,48,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.6210526315789474,0.6875,0.5667487684729065,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,8,4,19004,ridge_raw,40,95,48,,,,,,,,,0.7578947368421053,0.75,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,8,4,19004,ridge_multihop5,40,95,48,,,,,,,,,0.6421052631578947,0.6458333333333334,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,10,0,21000,src_v16c,50,87,46,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7816091954022989,0.717391304347826,0.7461598440545809,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,10,0,21000,ridge_raw,50,87,46,,,,,,,,,0.8505747126436781,0.8043478260869565,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,10,0,21000,ridge_multihop5,50,87,46,,,,,,,,,0.7471264367816092,0.6739130434782609,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,10,1,21001,src_v16c,50,87,46,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.6781609195402298,0.7391304347826086,0.6839376218323586,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,10,1,21001,ridge_raw,50,87,46,,,,,,,,,0.7931034482758621,0.7391304347826086,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,10,1,21001,ridge_multihop5,50,87,46,,,,,,,,,0.6781609195402298,0.717391304347826,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,10,2,21002,src_v16c,50,87,46,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.735632183908046,0.782608695652174,0.6202339181286549,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,10,2,21002,ridge_raw,50,87,46,,,,,,,,,0.7701149425287356,0.8043478260869565,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,10,2,21002,ridge_multihop5,50,87,46,,,,,,,,,0.7241379310344828,0.6956521739130435,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,10,3,21003,src_v16c,50,87,46,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.735632183908046,0.717391304347826,0.6657309941520467,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,10,3,21003,ridge_raw,50,87,46,,,,,,,,,0.8275862068965517,0.7608695652173914,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,10,3,21003,ridge_multihop5,50,87,46,,,,,,,,,0.7126436781609196,0.717391304347826,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,10,4,21004,src_v16c,50,87,46,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.6666666666666666,0.6739130434782609,0.6218713450292397,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,10,4,21004,ridge_raw,50,87,46,,,,,,,,,0.7701149425287356,0.8478260869565217,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,10,4,21004,ridge_multihop5,50,87,46,,,,,,,,,0.6551724137931034,0.6739130434782609,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,15,0,26000,src_v16c,74,68,41,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.75,0.7073170731707317,0.44701298701298703,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,15,0,26000,ridge_raw,74,68,41,,,,,,,,,0.8970588235294118,0.8536585365853658,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,15,0,26000,ridge_multihop5,74,68,41,,,,,,,,,0.7352941176470589,0.6829268292682927,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,15,1,26001,src_v16c,74,68,41,6000,64,0.99,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7794117647058824,0.7560975609756098,0.6637229437229437,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,15,1,26001,ridge_raw,74,68,41,,,,,,,,,0.8382352941176471,0.7560975609756098,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,15,1,26001,ridge_multihop5,74,68,41,,,,,,,,,0.7647058823529411,0.7317073170731707,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,15,2,26002,src_v16c,74,68,41,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.8088235294117647,0.7560975609756098,0.6922943722943723,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,15,2,26002,ridge_raw,74,68,41,,,,,,,,,0.8823529411764706,0.7317073170731707,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,15,2,26002,ridge_multihop5,74,68,41,,,,,,,,,0.7647058823529411,0.7560975609756098,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,15,3,26003,src_v16c,74,68,41,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7058823529411765,0.6097560975609756,0.6151515151515151,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,15,3,26003,ridge_raw,74,68,41,,,,,,,,,0.8529411764705882,0.8780487804878049,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,15,3,26003,ridge_multihop5,74,68,41,,,,,,,,,0.6911764705882353,0.6341463414634146,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,15,4,26004,src_v16c,74,68,41,6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.7941176470588235,0.6585365853658537,0.8664935064935065,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,15,4,26004,ridge_raw,74,68,41,,,,,,,,,0.8676470588235294,0.7804878048780488,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,15,4,26004,ridge_multihop5,74,68,41,,,,,,,,,0.8235294117647058,0.6585365853658537,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,20,0,31000,src_v16c,89,58,36,4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.8793103448275862,0.7777777777777778,0.7393464052287582,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,20,0,31000,ridge_raw,89,58,36,,,,,,,,,0.9310344827586207,0.8611111111111112,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,20,0,31000,ridge_multihop5,89,58,36,,,,,,,,,0.8103448275862069,0.7777777777777778,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,20,1,31001,src_v16c,89,58,36,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8793103448275862,0.8055555555555556,0.9120261437908497,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,20,1,31001,ridge_raw,89,58,36,,,,,,,,,0.9137931034482759,0.8888888888888888,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,20,1,31001,ridge_multihop5,89,58,36,,,,,,,,,0.8275862068965517,0.7777777777777778,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,20,2,31002,src_v16c,89,58,36,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8620689655172413,0.75,0.7482352941176471,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,20,2,31002,ridge_raw,89,58,36,,,,,,,,,0.896551724137931,0.8055555555555556,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,20,2,31002,ridge_multihop5,89,58,36,,,,,,,,,0.8448275862068966,0.7222222222222222,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,20,3,31003,src_v16c,89,58,36,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8103448275862069,0.7222222222222222,0.6711111111111111,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,20,3,31003,ridge_raw,89,58,36,,,,,,,,,0.8793103448275862,0.6944444444444444,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,20,3,31003,ridge_multihop5,89,58,36,,,,,,,,,0.8103448275862069,0.6666666666666666,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,20,4,31004,src_v16c,89,58,36,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.8275862068965517,0.7777777777777778,0.5104575163398694,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,20,4,31004,ridge_raw,89,58,36,,,,,,,,,0.8620689655172413,0.8333333333333334,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,20,4,31004,ridge_multihop5,89,58,36,,,,,,,,,0.8103448275862069,0.7222222222222222,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,1,0,12000,src_v16c,4,104,75,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.41346153846153844,0.3466666666666667,0.45163690476190477,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,1,0,12000,ridge_raw,4,104,75,,,,,,,,,0.4230769230769231,0.8666666666666667,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,1,0,12000,ridge_multihop5,4,104,75,,,,,,,,,0.5384615384615384,0.5866666666666667,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,1,1,12001,src_v16c,4,104,75,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.40384615384615385,0.8,0.4556547619047619,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,1,1,12001,ridge_raw,4,104,75,,,,,,,,,0.5192307692307693,0.7333333333333333,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,1,1,12001,ridge_multihop5,4,104,75,,,,,,,,,0.41346153846153844,0.7866666666666666,,,alpha_selected_by_val_only_no_test,100.0
E11,texas,1,2,12002,src_v16c,4,104,75,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.6538461538461539,0.44,0.6867559523809523,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,1,2,12002,ridge_raw,4,104,75,,,,,,,,,0.6057692307692307,0.4533333333333333,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,1,2,12002,ridge_multihop5,4,104,75,,,,,,,,,0.6153846153846154,0.24,,,alpha_selected_by_val_only_no_test,100.0
E11,texas,1,3,12003,src_v16c,4,104,75,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.5576923076923077,0.02666666666666667,0.5334821428571428,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,1,3,12003,ridge_raw,4,104,75,,,,,,,,,0.5769230769230769,0.7733333333333333,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,1,3,12003,ridge_multihop5,4,104,75,,,,,,,,,0.5096153846153846,0.02666666666666667,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,1,4,12004,src_v16c,4,104,75,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.5576923076923077,0.92,0.5537202380952381,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,1,4,12004,ridge_raw,4,104,75,,,,,,,,,0.4423076923076923,0.9333333333333333,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,1,4,12004,ridge_multihop5,4,104,75,,,,,,,,,0.5673076923076923,0.88,,,alpha_selected_by_val_only_no_test,100.0
E11,texas,2,0,13000,src_v16c,8,102,73,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.696078431372549,0.7945205479452054,0.7157407407407408,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,2,0,13000,ridge_raw,8,102,73,,,,,,,,,0.47058823529411764,0.3835616438356164,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,2,0,13000,ridge_multihop5,8,102,73,,,,,,,,,0.6568627450980392,0.8767123287671232,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,2,1,13001,src_v16c,8,102,73,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.6666666666666666,0.7123287671232876,0.6787037037037037,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,2,1,13001,ridge_raw,8,102,73,,,,,,,,,0.6862745098039216,0.684931506849315,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,2,1,13001,ridge_multihop5,8,102,73,,,,,,,,,0.6470588235294118,0.7123287671232876,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,2,2,13002,src_v16c,8,102,73,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.6078431372549019,0.6575342465753424,0.6138888888888889,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,2,2,13002,ridge_raw,8,102,73,,,,,,,,,0.5686274509803921,0.3424657534246575,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,2,2,13002,ridge_multihop5,8,102,73,,,,,,,,,0.6666666666666666,0.7534246575342466,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,2,3,13003,src_v16c,8,102,73,6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.5588235294117647,0.8493150684931506,0.5740740740740741,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,2,3,13003,ridge_raw,8,102,73,,,,,,,,,0.6666666666666666,0.8356164383561644,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,2,3,13003,ridge_multihop5,8,102,73,,,,,,,,,0.5392156862745098,0.8767123287671232,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,2,4,13004,src_v16c,8,102,73,6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.5,0.8082191780821918,0.5203703703703704,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,2,4,13004,ridge_raw,8,102,73,,,,,,,,,0.5392156862745098,0.273972602739726,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,2,4,13004,ridge_multihop5,8,102,73,,,,,,,,,0.5882352941176471,0.8493150684931506,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,3,0,14000,src_v16c,12,99,72,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7070707070707071,0.7638888888888888,0.6879278767209801,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,3,0,14000,ridge_raw,12,99,72,,,,,,,,,0.6464646464646465,0.6388888888888888,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,3,0,14000,ridge_multihop5,12,99,72,,,,,,,,,0.696969696969697,0.6527777777777778,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,3,1,14001,src_v16c,12,99,72,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.5858585858585859,0.25,0.6096722243273968,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,3,1,14001,ridge_raw,12,99,72,,,,,,,,,0.7272727272727273,0.5833333333333334,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,3,1,14001,ridge_multihop5,12,99,72,,,,,,,,,0.6565656565656566,0.5694444444444444,,,alpha_selected_by_val_only_no_test,100.0
E11,texas,3,2,14002,src_v16c,12,99,72,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7878787878787878,0.7777777777777778,0.8015062523683213,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,3,2,14002,ridge_raw,12,99,72,,,,,,,,,0.696969696969697,0.3055555555555556,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,3,2,14002,ridge_multihop5,12,99,72,,,,,,,,,0.7777777777777778,0.6805555555555556,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,3,3,14003,src_v16c,12,99,72,6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.6868686868686869,0.6805555555555556,0.7010925855753442,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,3,3,14003,ridge_raw,12,99,72,,,,,,,,,0.6161616161616161,0.5277777777777778,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,3,3,14003,ridge_multihop5,12,99,72,,,,,,,,,0.696969696969697,0.75,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,3,4,14004,src_v16c,12,99,72,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7575757575757576,0.8472222222222222,0.7496368573954781,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,3,4,14004,ridge_raw,12,99,72,,,,,,,,,0.6868686868686869,0.8888888888888888,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,3,4,14004,ridge_multihop5,12,99,72,,,,,,,,,0.7272727272727273,0.8472222222222222,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,5,0,16000,src_v16c,20,93,70,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.8064516129032258,0.7142857142857143,0.8081018518518518,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,5,0,16000,ridge_raw,20,93,70,,,,,,,,,0.7956989247311828,0.7142857142857143,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,5,0,16000,ridge_multihop5,20,93,70,,,,,,,,,0.7956989247311828,0.7428571428571429,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,5,1,16001,src_v16c,20,93,70,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.7849462365591398,0.8285714285714286,0.7715277777777778,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,5,1,16001,ridge_raw,20,93,70,,,,,,,,,0.8279569892473119,0.7285714285714285,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,5,1,16001,ridge_multihop5,20,93,70,,,,,,,,,0.7849462365591398,0.8142857142857143,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,5,2,16002,src_v16c,20,93,70,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.6021505376344086,0.3,0.6180555555555556,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,5,2,16002,ridge_raw,20,93,70,,,,,,,,,0.7741935483870968,0.6857142857142857,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,5,2,16002,ridge_multihop5,20,93,70,,,,,,,,,0.6021505376344086,0.24285714285714285,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,5,3,16003,src_v16c,20,93,70,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.7311827956989247,0.6857142857142857,0.7555555555555555,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,5,3,16003,ridge_raw,20,93,70,,,,,,,,,0.7526881720430108,0.6571428571428571,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,5,3,16003,ridge_multihop5,20,93,70,,,,,,,,,0.7204301075268817,0.7571428571428571,,,alpha_selected_by_val_only_no_test,10.0
E11,texas,5,4,16004,src_v16c,20,93,70,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8172043010752689,0.7571428571428571,0.8025462962962964,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,5,4,16004,ridge_raw,20,93,70,,,,,,,,,0.7419354838709677,0.8285714285714286,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,5,4,16004,ridge_multihop5,20,93,70,,,,,,,,,0.8064516129032258,0.7571428571428571,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,8,0,19000,src_v16c,32,84,67,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8214285714285714,0.7611940298507462,0.827281746031746,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,8,0,19000,ridge_raw,32,84,67,,,,,,,,,0.8452380952380952,0.582089552238806,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,8,0,19000,ridge_multihop5,32,84,67,,,,,,,,,0.8452380952380952,0.746268656716418,,,alpha_selected_by_val_only_no_test,1.0
E11,texas,8,1,19001,src_v16c,32,84,67,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7976190476190477,0.5970149253731343,0.7528769841269842,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,8,1,19001,ridge_raw,32,84,67,,,,,,,,,0.7857142857142857,0.7611940298507462,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,8,1,19001,ridge_multihop5,32,84,67,,,,,,,,,0.7619047619047619,0.6716417910447762,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,8,2,19002,src_v16c,32,84,67,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.7738095238095238,0.8955223880597015,0.7906746031746033,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,8,2,19002,ridge_raw,32,84,67,,,,,,,,,0.8690476190476191,0.835820895522388,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,8,2,19002,ridge_multihop5,32,84,67,,,,,,,,,0.7380952380952381,0.9104477611940298,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,8,3,19003,src_v16c,32,84,67,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.75,0.7313432835820896,0.7772817460317459,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,8,3,19003,ridge_raw,32,84,67,,,,,,,,,0.8214285714285714,0.7014925373134329,,,alpha_selected_by_val_only_no_test,0.01
E11,texas,8,3,19003,ridge_multihop5,32,84,67,,,,,,,,,0.75,0.6865671641791045,,,alpha_selected_by_val_only_no_test,0.1
E11,texas,8,4,19004,src_v16c,32,84,67,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8095238095238095,0.7611940298507462,0.814484126984127,15327,fewshot_grid_selected_by_val_only_no_test,
E11,texas,8,4,19004,ridge_raw,32,84,67,,,,,,,,,0.7976190476190477,0.8805970149253731,,,alpha_selected_by_val_only_no_test,1.0
