dataset,ablation,n,train_mean,train_std,val_mean,val_std,test_mean,test_std,train_size,val_size,test_size,split_policy,train_mean_%,train_std_%,val_mean_%,val_std_%,test_mean_%,test_std_%
chameleon,fixed_dim64_energy095,1,0.9633699633699634,,0.7503429355281207,,0.7105263157894737,,1092,729,456,fixed_geom_gcn_split_id_3,96.33699633699634,,75.03429355281207,,71.05263157894737,
chameleon,no_highpass,1,0.9597069597069597,,0.7407407407407407,,0.7039473684210527,,1092,729,456,fixed_geom_gcn_split_id_3,95.97069597069597,,74.07407407407408,,70.39473684210526,
chameleon,no_p3,1,0.9734432234432234,,0.7462277091906722,,0.7039473684210527,,1092,729,456,fixed_geom_gcn_split_id_3,97.34432234432234,,74.62277091906722,,70.39473684210526,
chameleon,no_sym,1,0.9761904761904762,,0.7434842249657064,,0.7105263157894737,,1092,729,456,fixed_geom_gcn_split_id_3,97.61904761904762,,74.34842249657065,,71.05263157894737,
chameleon,pca_only,1,0.967948717948718,,0.7133058984910837,,0.6798245614035088,,1092,729,456,fixed_geom_gcn_split_id_3,96.7948717948718,,71.33058984910838,,67.98245614035088,
chameleon,raw_only,1,0.9432234432234432,,0.4279835390946502,,0.48464912280701755,,1092,729,456,fixed_geom_gcn_split_id_3,94.32234432234432,,42.79835390946502,,48.46491228070175,
chameleon,ridge_only,1,0.9688644688644689,,0.747599451303155,,0.7127192982456141,,1092,729,456,fixed_geom_gcn_split_id_3,96.88644688644689,,74.7599451303155,,71.27192982456141,
chameleon,row_lowpass_only,1,0.9514652014652014,,0.7283950617283951,,0.6951754385964912,,1092,729,456,fixed_geom_gcn_split_id_3,95.14652014652015,,72.8395061728395,,69.51754385964912,
chameleon,single_alpha,1,0.9102564102564102,,0.720164609053498,,0.6842105263157895,,1092,729,456,fixed_geom_gcn_split_id_3,91.02564102564102,,72.0164609053498,,68.42105263157895,

